cliente_id,pedidos_mes,ticket_mclp,recencia_dias,margen_pct,devoluciones_pct,variabilidad_pedidos,canal,contrato,region
CL0119,5.1508,0.1696,43.1207,3.0000,0.0000,0.3559,Digital,1,Centro
CL0120,6.8398,0.2699,52.1370,30.8100,0.0000,0.4786,Digital,1,Norte
CL0121,2.6590,3.9663,23.0612,26.6662,10.1854,0.2733,Mixto,1,Centro
CL0122,4.8268,0.1450,58.5788,23.4534,2.9548,0.2745,Digital,1,Norte
CL0123,12.2275,0.6914,20.4467,30.9888,3.3601,0.6659,Mixto,0,Norte
CL0124,23.0630,1.7472,24.6453,23.7329,3.8342,0.1134,Digital,0,Centro
CL0125,17.4829,1.6908,16.9515,43.6591,8.7876,0.2570,Ejecutivo,1,Sur
CL0126,14.5973,1.9056,14.6679,17.0121,1.6606,0.1407,Ejecutivo,0,Centro
CL0127,5.4188,0.3165,1.0000,22.0673,0.4876,0.3296,Digital,0,Norte
CL0128,10.3442,0.5010,5.0884,28.5830,5.5910,0.2320,Mixto,1,Sur
CL0129,24.1599,1.8042,10.2193,21.7714,5.0671,0.4113,Ejecutivo,0,Sur
CL0130,9.0020,3.3005,32.3421,36.6510,8.5963,0.2971,Mixto,1,Centro
CL0131,24.7297,1.0930,1.0000,10.8429,2.3957,0.3411,Digital,1,Sur
CL0132,4.0658,0.2420,29.0867,26.0521,6.7772,0.4228,Digital,0,Norte
CL0133,35.3472,1.9178,5.1273,20.8693,0.5918,0.2209,Mixto,0,Norte
CL0134,8.8095,2.3231,7.0829,40.1465,7.7548,0.5264,Ejecutivo,1,Sur
CL0135,7.5305,0.0500,34.7819,15.0936,5.0094,0.4417,Digital,0,Centro
CL0136,11.9526,3.2355,7.8259,47.0955,9.5490,0.1406,Mixto,1,Centro
CL0137,27.8324,1.2574,1.0000,29.4953,2.5311,0.5004,Mixto,1,Sur
CL0138,20.9521,1.6270,1.0000,17.4974,3.6827,0.2205,Digital,0,Norte
CL0139,14.3963,0.6712,29.6601,31.7989,8.5964,0.2399,Ejecutivo,1,Norte
CL0140,18.7290,1.8419,1.0000,13.4083,6.4073,0.1195,Mixto,1,Sur
CL0141,10.7550,1.2265,4.0437,28.7693,5.0007,0.1011,Ejecutivo,1,Sur
CL0142,9.1122,4.0473,19.8250,28.5704,12.4234,0.3844,Mixto,1,Norte
CL0143,5.0588,0.2440,21.1709,20.6030,2.7690,0.1055,Ejecutivo,0,Norte
CL0144,13.9252,0.9641,23.8587,34.7001,5.6249,0.4538,Mixto,0,Sur
CL0145,20.4387,4.1307,47.4692,35.0429,8.9284,0.4928,Mixto,1,Sur
CL0146,13.6830,1.6874,31.9436,45.2740,5.5055,0.5332,Ejecutivo,1,Centro
CL0147,15.6235,0.5773,1.0000,13.8575,4.3440,0.2516,Digital,0,Centro
CL0148,1.6590,0.2960,49.3425,13.9170,1.5515,0.1665,Digital,0,Sur
CL0149,15.4073,1.7683,7.7138,24.2493,2.6718,0.3556,Mixto,0,Centro
CL0150,8.3416,0.3536,17.6684,23.7450,3.2505,0.4005,Digital,0,Centro
CL0151,17.1926,2.6351,19.1541,38.8007,7.5294,0.2564,Mixto,0,Norte
CL0152,10.5737,0.2833,30.3410,24.3971,4.3880,0.0300,Digital,0,Centro
CL0153,1.0000,0.9200,2.5906,22.9772,6.6349,0.2686,Ejecutivo,0,Centro
CL0154,5.8831,0.2906,30.1088,19.9370,0.1608,0.2467,Ejecutivo,1,Centro
CL0155,16.0731,0.6575,1.0000,31.5049,7.6522,0.1785,Digital,0,Norte
CL0156,14.2419,0.8900,14.4068,25.6584,5.7735,0.4239,Digital,1,Norte
CL0157,3.2848,2.6905,21.3491,36.1143,7.2011,0.3458,Mixto,1,Sur
CL0158,4.9697,0.1797,31.5480,22.2263,3.4445,0.3045,Digital,0,Norte
CL0159,21.5556,1.9609,1.0000,28.6842,5.0755,0.2261,Digital,1,Sur
CL0160,7.5388,0.6733,11.9213,17.0965,6.4614,0.1644,Mixto,1,Centro
CL0161,18.4223,2.5523,14.1318,25.7795,9.3824,0.1552,Mixto,0,Centro
CL0162,5.8960,0.2425,35.2892,24.2274,0.0000,0.0941,Mixto,0,Sur
CL0163,16.7032,0.1174,14.0323,14.9570,6.2173,0.2088,Mixto,1,Sur
CL0164,18.5998,0.7474,27.6263,22.3514,3.6696,0.0805,Digital,1,Norte
CL0165,18.2736,2.6462,31.3850,28.5759,10.1443,0.1998,Digital,1,Sur
CL0166,16.0023,0.8286,16.6424,23.4694,5.1800,0.1564,Mixto,0,Centro
CL0167,4.0420,0.3569,39.7336,14.1823,0.1954,0.3572,Mixto,1,Sur
CL0168,2.7307,0.1590,43.3699,16.9971,3.6088,0.3450,Ejecutivo,0,Centro
CL0169,4.6642,0.1973,30.8048,22.8017,1.8798,0.3787,Mixto,0,Norte
CL0170,10.3276,0.5502,29.9784,30.2446,6.6322,0.1831,Mixto,1,Sur
CL0171,20.7933,0.7573,7.6675,26.4357,4.0721,0.3735,Mixto,1,Sur
CL0172,16.3272,2.6113,23.1067,31.9197,11.7933,0.3550,Digital,1,Norte
CL0173,4.0901,0.3458,37.2775,21.6932,1.0136,0.1089,Mixto,0,Sur
CL0174,15.3845,1.4936,6.0990,20.9000,2.2715,0.5439,Mixto,1,Sur
CL0175,20.9364,1.2586,24.3847,21.3440,4.2493,0.4214,Ejecutivo,1,Norte
CL0176,3.1670,0.0743,19.6180,26.1517,2.7224,0.5276,Ejecutivo,1,Sur
CL0177,24.4530,2.0276,1.0000,27.2426,3.1578,0.1982,Ejecutivo,0,Norte
CL0178,3.8081,0.1723,3.6380,18.2270,0.7734,0.1365,Digital,1,Sur
CL0179,13.8775,0.7327,30.5878,22.2004,3.3985,0.1306,Digital,1,Sur
CL0180,10.2253,0.2389,13.7059,33.8716,5.0944,0.5715,Mixto,0,Centro
CL0181,4.2012,4.5233,24.0556,50.6424,6.6636,0.2852,Mixto,0,Sur
CL0182,22.8231,2.2986,2.3153,17.6973,2.6540,0.3337,Mixto,0,Centro
CL0183,1.5415,0.1344,33.2283,3.0000,1.1508,0.2286,Ejecutivo,1,Centro
CL0184,27.5681,10.9773,12.4195,36.7271,10.3831,0.3374,Mixto,1,Norte
CL0185,18.8864,2.5833,22.3479,35.6605,10.2296,0.1701,Mixto,1,Centro
CL0186,31.9765,2.7111,19.9977,31.8796,12.3658,0.8041,Ejecutivo,1,Norte
CL0187,6.1507,0.2270,45.3477,22.2993,0.7581,0.5365,Ejecutivo,0,Sur
CL0188,12.9647,0.9843,19.2047,22.1548,7.0606,0.0958,Digital,0,Sur
CL0189,16.6489,1.7309,10.2086,13.4058,5.4279,0.4089,Mixto,0,Norte
CL0190,1.1065,0.1996,30.0675,13.3016,0.0000,0.2206,Mixto,0,Centro
CL0191,13.3803,2.7666,1.0000,16.0396,3.4716,0.0300,Mixto,0,Sur
CL0192,23.6098,2.4891,11.7000,18.1803,2.3308,0.2285,Ejecutivo,1,Centro
CL0193,20.0539,2.0136,4.8772,26.5475,2.9811,0.4474,Digital,1,Sur
CL0194,28.1940,1.9577,6.1946,17.9508,3.1146,0.5033,Ejecutivo,0,Norte
CL0195,4.8930,0.4082,39.5399,18.2219,3.1099,0.2436,Digital,1,Sur
CL0196,9.5806,0.8850,5.8727,23.8212,5.3382,0.3705,Digital,0,Sur
CL0197,2.7682,0.1817,55.7065,20.5975,7.7811,0.4502,Digital,1,Centro
CL0198,17.9305,0.4578,7.4895,19.2074,2.3470,0.2445,Mixto,0,Centro
CL0199,10.5192,1.0951,5.5618,36.8436,7.1878,0.2908,Mixto,0,Norte
CL0200,1.0000,0.2650,46.8557,23.1256,1.3071,0.3347,Digital,0,Centro
CL0201,30.9353,1.8984,24.6673,26.5260,0.0000,0.6455,Mixto,0,Sur
CL0202,11.9660,1.1750,6.2950,19.7565,1.1262,0.2423,Ejecutivo,0,Norte
CL0203,15.1430,0.7941,25.4321,26.9623,7.7908,0.0300,Digital,1,Sur
CL0204,5.6055,0.2296,11.5189,17.5419,0.0000,0.3071,Mixto,1,Sur
CL0205,5.5086,0.1566,46.8405,19.1309,0.0000,0.3138,Digital,1,Norte
CL0206,2.8934,0.2953,43.1898,19.5038,4.0539,0.0941,Mixto,0,Centro
CL0207,1.0000,0.2153,38.8127,NA,1.0645,0.3180,Digital,1,Sur
CL0208,14.0560,1.2507,1.0000,22.1484,4.6014,0.2069,Mixto,1,Norte
CL0209,2.7179,0.0500,41.3475,19.4206,6.9523,0.6011,Mixto,0,Sur
CL0210,17.6083,0.8697,19.3171,29.9357,5.4508,0.2362,Mixto,0,Centro
CL0211,12.7357,3.9800,37.1023,36.2259,8.4753,0.5567,Ejecutivo,0,Norte
CL0212,4.4038,0.0505,36.7523,24.0663,3.3278,0.3182,Digital,0,Centro
CL0213,7.5435,0.2013,25.7322,18.2379,0.0000,0.4910,Digital,0,Sur
CL0214,1.0000,0.2483,20.2646,17.3940,1.4347,0.3061,Ejecutivo,0,Norte
CL0215,3.9583,0.2166,42.2593,13.4256,0.0000,0.2979,Ejecutivo,1,Centro
CL0216,4.4978,0.2016,42.5895,28.2754,1.8414,0.4211,Digital,0,Norte
CL0217,10.4825,0.9881,1.0000,27.6878,7.5703,0.0361,Mixto,1,Centro
CL0218,9.0792,0.5879,23.8674,30.9821,6.1365,0.4109,Mixto,0,Centro
CL0219,23.1182,1.7950,9.0701,27.7423,1.5579,0.2090,Ejecutivo,0,Sur
CL0220,3.5480,0.1726,52.2605,24.6396,0.7322,0.4634,Mixto,1,Centro
CL0221,15.1671,3.4145,15.1731,44.1936,6.0027,0.2998,Digital,1,Centro
CL0222,18.8915,1.5972,15.0951,30.0827,8.4111,0.4740,Mixto,0,Centro
CL0223,5.8793,0.3719,30.0617,16.8372,3.6336,0.3860,Digital,1,Norte
CL0224,17.8829,2.8698,18.1685,35.1883,9.6080,0.1663,Mixto,0,Centro
CL0225,17.7021,0.5112,14.2474,27.8957,4.4798,0.0300,Ejecutivo,1,Sur
CL0226,24.4602,2.0428,13.4710,7.7010,3.1060,0.0300,Digital,1,Sur
CL0227,22.8162,1.3127,10.3462,20.5550,4.1962,0.3587,Digital,1,Sur
CL0228,2.8416,0.2858,42.3456,15.5379,1.6569,0.0479,Digital,1,Sur
CL0229,11.3686,0.9221,4.1288,34.7026,11.1835,0.1772,Mixto,0,Centro
CL0230,8.5674,0.4227,1.0000,17.1446,4.1181,0.0586,Mixto,0,Norte
CL0231,15.2978,2.5215,24.7089,37.7015,10.3782,0.4131,Mixto,1,Norte
CL0232,24.3636,1.4541,1.0000,13.9385,6.8406,0.4996,Mixto,0,Centro
CL0233,2.3516,0.2284,56.1142,18.1642,0.0000,0.2661,Ejecutivo,1,Centro
CL0234,24.5859,2.0038,1.0000,17.2192,3.6260,0.4390,Digital,1,Centro
CL0235,28.8520,1.8490,1.0000,19.0588,1.9431,0.1876,Ejecutivo,1,Sur
CL0236,12.5765,0.8354,30.2967,26.8988,8.1274,0.2938,Mixto,1,Centro
CL0237,12.6295,4.3671,1.0000,23.2601,4.0602,0.2400,Mixto,0,Centro
CL0238,32.6496,3.9705,32.1001,38.8208,10.2711,0.0561,Ejecutivo,1,Sur
CL0239,10.8858,0.5825,18.0785,23.9350,1.9748,0.4069,Digital,1,Sur
CL0240,2.6503,1.0354,22.2878,26.2932,5.7932,0.2054,Ejecutivo,0,Sur
CL0241,1.8669,0.2787,37.7967,14.6266,0.4376,0.4282,Mixto,1,Centro
CL0242,16.5354,2.8598,27.4987,30.0519,9.7961,0.2241,Ejecutivo,1,Centro
CL0243,2.8562,0.2012,35.0232,21.7723,0.5974,0.1425,Mixto,1,Sur
CL0244,19.1830,1.3483,8.8648,20.6714,3.4750,0.4554,Mixto,1,Centro
CL0245,17.4421,2.3676,11.6579,41.8370,9.2327,0.4968,Digital,1,Centro
CL0246,23.0188,2.5597,2.9233,NA,2.9897,0.2289,Mixto,1,Sur
CL0247,3.5055,0.4279,33.6599,19.1663,5.7505,0.3378,Ejecutivo,1,Norte
CL0248,5.0863,0.2501,38.2507,28.6969,3.3337,0.2953,Mixto,1,Norte
CL0249,15.5998,2.5786,52.4608,33.4731,9.8499,0.3116,Ejecutivo,1,Sur
CL0250,3.9188,0.1042,22.9436,20.7904,3.8404,0.2335,Digital,0,Norte
CL0251,27.7268,1.2853,9.6578,23.8249,3.7209,0.4079,Digital,1,Sur
CL0252,7.6890,0.6286,14.9730,23.8377,6.2532,0.0522,Digital,1,Centro
CL0253,10.3185,0.8487,1.0000,23.3502,7.0412,0.5440,Ejecutivo,0,Sur
CL0254,4.1635,0.3645,54.0070,13.9563,2.2119,0.3989,Digital,1,Sur
CL0255,5.0581,0.9285,40.3517,16.4050,0.0000,0.1539,Mixto,1,Norte
CL0256,32.5034,1.6547,11.1714,19.9548,4.0195,0.1192,Ejecutivo,1,Centro
CL0257,1.0000,0.2087,33.0570,12.7752,2.8121,0.4475,Ejecutivo,0,Centro
CL0258,15.7132,2.6656,26.2657,30.6587,6.4091,0.4191,Digital,0,Norte
CL0259,12.0348,0.8212,29.1848,24.9423,8.9745,0.2324,Mixto,0,Sur
CL0260,9.6799,2.1676,34.0554,24.3843,8.3508,0.5321,Digital,0,Norte
CL0261,4.6987,0.2161,46.3304,9.8972,2.8456,0.4710,Ejecutivo,1,Sur
CL0262,5.4882,3.1515,5.9570,34.7716,10.9456,0.3784,Mixto,1,Sur
CL0263,10.3170,0.8704,18.5764,29.6005,8.3885,0.5453,Mixto,0,Centro
CL0264,10.9268,2.2448,15.3696,30.6116,10.3441,0.5096,Mixto,0,Sur
CL0265,18.5967,2.1175,1.0000,45.0246,8.0158,0.3801,Digital,1,Norte
CL0266,10.3657,2.2484,8.5721,28.8657,11.9018,0.3576,Ejecutivo,1,Norte
CL0267,17.8483,1.9517,11.1300,26.0252,3.7490,0.3615,Mixto,1,Sur
CL0268,11.1020,0.2301,34.0567,23.0622,3.1403,0.4776,Mixto,1,Centro
CL0269,11.5690,0.3451,10.3013,30.6156,3.1096,0.1230,Ejecutivo,1,Sur
CL0270,27.6451,2.2893,12.2737,18.1273,3.1206,0.4454,Ejecutivo,1,Sur
CL0271,4.1056,0.4081,41.9133,20.6629,0.0000,0.2569,Ejecutivo,1,Norte
CL0272,22.2661,2.1258,7.9493,22.3329,1.2848,0.1263,Ejecutivo,0,Norte
CL0273,20.7705,1.1673,1.0000,13.9260,5.6128,0.5230,Mixto,1,Norte
CL0274,4.8086,0.2226,29.0503,21.9026,5.3245,0.2665,Mixto,1,Norte
CL0275,18.6872,1.5956,13.0941,31.2147,4.9398,0.4223,Ejecutivo,1,Norte
CL0276,6.3804,0.4663,18.6931,20.1679,1.3751,0.3890,Ejecutivo,1,Norte
CL0277,18.5057,0.2640,28.0740,25.9628,5.1879,0.2389,Mixto,1,Norte
CL0278,16.6836,0.0580,12.3050,13.7959,6.1077,0.4126,Mixto,1,Centro
CL0279,3.1342,0.1643,34.2565,25.8876,1.2944,0.1111,Digital,1,Centro
CL0280,12.4497,1.8732,46.3894,38.2338,11.1326,0.1568,Mixto,0,Norte
CL0281,10.5531,1.6084,30.7944,32.6505,9.2222,0.0300,Digital,1,Sur
CL0282,2.5976,0.0602,28.6442,9.2665,0.0000,0.1575,Mixto,0,Norte
CL0283,13.5114,1.1513,33.7069,20.1520,6.9673,0.4396,Ejecutivo,0,Sur
CL0284,18.5370,1.9525,3.9178,NA,3.6547,0.4344,Ejecutivo,1,Sur
CL0285,13.3511,0.9645,22.1202,20.0048,2.7174,0.2972,Mixto,1,Centro
CL0286,7.0886,0.2058,34.5842,18.0159,3.0136,0.5157,Mixto,0,Sur
CL0287,4.0966,0.1861,30.7207,18.3836,5.5170,0.5145,Digital,0,Centro
CL0288,9.1684,0.7751,1.0000,19.2629,4.6909,0.4784,Digital,0,Norte
CL0289,5.1067,0.1791,45.8221,24.3655,3.1165,0.4112,Ejecutivo,0,Sur
CL0290,23.3990,1.1887,10.9979,NA,6.4630,0.4393,Mixto,0,Centro
CL0291,23.5191,1.3139,1.0000,19.6000,2.3849,0.3598,Ejecutivo,1,Sur
CL0292,15.7012,0.8798,1.0000,21.6389,3.5390,0.2661,Digital,1,Sur
CL0293,24.1764,2.7228,15.9904,32.9478,6.6300,0.2642,Ejecutivo,0,Sur
CL0294,5.6857,0.1990,32.3774,13.7924,1.9059,0.1952,Digital,0,Sur
CL0295,14.5793,1.2237,7.0144,44.9130,2.8348,0.4809,Mixto,1,Sur
CL0296,10.6070,0.4785,25.0135,26.5878,6.1848,0.5620,Mixto,1,Sur
CL0297,30.0588,1.9222,13.1858,36.3382,10.8054,0.2125,Ejecutivo,1,Centro
CL0298,5.8160,0.2268,40.9388,15.3779,1.6819,0.4241,Ejecutivo,0,Sur
CL0299,18.7147,1.6001,14.2600,28.7435,4.1214,0.2341,Digital,0,Norte
