cliente_id,pedidos_mes,ticket_mclp,recencia_dias,margen_pct,devoluciones_pct,variabilidad_pedidos,canal,contrato,region
CL0236,13.3506,0.7520,22.6560,26.8988,8.1274,0.2938,Mixto,1,Centro
CL0237,11.8414,4.4082,1.0000,23.2601,4.0602,0.2400,Mixto,0,Centro
CL0238,30.3001,3.7848,42.6227,38.8208,10.2711,0.0561,Ejecutivo,1,Sur
CL0239,9.7963,0.6930,16.3549,23.9350,1.9748,0.4069,Digital,1,Sur
CL0240,2.3293,1.0263,21.8504,26.2932,5.7932,0.2054,Ejecutivo,0,Sur
CL0241,2.0322,0.2540,38.7160,14.6266,0.4376,0.4282,Mixto,1,Centro
CL0242,18.8721,3.1857,29.9066,30.0519,9.7961,0.2241,Ejecutivo,1,Centro
CL0243,2.6031,0.2248,37.5601,21.7723,0.5974,0.1425,Mixto,1,Sur
CL0244,20.4296,1.0483,11.4485,20.6714,3.4750,0.4554,Mixto,1,Centro
CL0245,18.6969,2.3974,4.7337,41.8370,9.2327,0.4968,Digital,1,Centro
CL0246,26.2654,2.7321,11.4217,NA,2.9897,0.2289,Mixto,1,Sur
CL0247,3.7271,0.3909,25.8740,19.1663,5.7505,0.3378,Ejecutivo,1,Norte
CL0248,5.7148,0.2012,36.2423,28.6969,3.3337,0.2953,Mixto,1,Norte
CL0249,17.0933,2.9119,54.5279,33.4731,9.8499,0.3116,Ejecutivo,1,Sur
CL0250,4.1599,0.1151,24.3443,20.7904,3.8404,0.2335,Digital,0,Norte
CL0251,27.8227,1.2759,16.5629,23.8249,3.7209,0.4079,Digital,1,Sur
CL0252,8.2292,0.7141,28.0162,23.8377,6.2532,0.0522,Digital,1,Centro
CL0253,10.6153,0.6749,8.0248,23.3502,7.0412,0.5440,Ejecutivo,0,Sur
CL0254,4.7191,0.3968,50.5416,13.9563,2.2119,0.3989,Digital,1,Sur
CL0255,5.8737,1.0397,52.5041,16.4050,0.0000,0.1539,Mixto,1,Norte
CL0256,34.1078,1.3331,25.6425,19.9548,4.0195,0.1192,Ejecutivo,1,Centro
CL0257,1.0031,0.1995,40.8648,12.7752,2.8121,0.4475,Ejecutivo,0,Centro
CL0258,17.8946,2.9805,35.0057,30.6587,6.4091,0.4191,Digital,0,Norte
CL0259,13.0378,0.7830,28.8508,24.9423,8.9745,0.2324,Mixto,0,Sur
CL0260,8.6973,2.2754,34.3032,24.3843,8.3508,0.5321,Digital,0,Norte
CL0261,4.8908,0.2254,47.2447,9.8972,2.8456,0.4710,Ejecutivo,1,Sur
CL0262,5.6587,3.4055,1.2214,34.7716,10.9456,0.3784,Mixto,1,Sur
CL0263,12.1330,0.8328,20.9151,29.6005,8.3885,0.5453,Mixto,0,Centro
CL0264,15.9085,2.0589,12.7851,30.6116,10.3441,0.5096,Mixto,0,Sur
CL0265,23.0757,2.0630,6.2301,45.0246,8.0158,0.3801,Digital,1,Norte
CL0266,8.9831,2.4435,1.0000,28.8657,11.9018,0.3576,Ejecutivo,1,Norte
CL0267,16.8436,1.9648,10.0377,26.0252,3.7490,0.3615,Mixto,1,Sur
CL0268,11.9532,0.2687,39.2397,23.0622,3.1403,0.4776,Mixto,1,Centro
CL0269,11.0887,0.4090,20.0266,30.6156,3.1096,0.1230,Ejecutivo,1,Sur
CL0270,26.7946,2.3867,13.5964,18.1273,3.1206,0.4454,Ejecutivo,1,Sur
CL0271,5.8197,0.3756,40.0642,20.6629,0.0000,0.2569,Ejecutivo,1,Norte
CL0272,21.6435,2.0502,6.9019,22.3329,1.2848,0.1263,Ejecutivo,0,Norte
CL0273,20.8778,1.0882,1.0000,13.9260,5.6128,0.5230,Mixto,1,Norte
CL0274,5.4431,0.2343,28.4470,21.9026,5.3245,0.2665,Mixto,1,Norte
CL0275,18.6517,1.9278,10.9042,31.2147,4.9398,0.4223,Ejecutivo,1,Norte
CL0276,5.7046,0.4707,2.9274,20.1679,1.3751,0.3890,Ejecutivo,1,Norte
CL0277,20.1958,0.3145,27.0513,25.9628,5.1879,0.2389,Mixto,1,Norte
CL0278,17.9693,0.0667,11.3352,13.7959,6.1077,0.4126,Mixto,1,Centro
CL0279,2.7943,0.1895,39.7623,25.8876,1.2944,0.1111,Digital,1,Centro
CL0280,16.9682,1.8479,44.6080,38.2338,11.1326,0.1568,Mixto,0,Norte
CL0281,10.7270,1.5693,24.2054,32.6505,9.2222,0.0300,Digital,1,Sur
CL0282,3.0484,0.0715,21.8785,9.2665,0.0000,0.1575,Mixto,0,Norte
CL0283,14.2378,1.0727,33.2158,20.1520,6.9673,0.4396,Ejecutivo,0,Sur
CL0284,19.8446,1.9534,1.0000,NA,3.6547,0.4344,Ejecutivo,1,Sur
CL0285,13.4874,1.0939,30.9881,20.0048,2.7174,0.2972,Mixto,1,Centro
CL0286,8.6175,0.2320,37.4524,18.0159,3.0136,0.5157,Mixto,0,Sur
CL0287,3.3432,0.2102,38.7863,18.3836,5.5170,0.5145,Digital,0,Centro
CL0288,9.3642,0.7704,8.2314,19.2629,4.6909,0.4784,Digital,0,Norte
CL0289,5.1505,0.1945,39.0789,24.3655,3.1165,0.4112,Ejecutivo,0,Sur
CL0290,22.7582,1.0689,28.8743,NA,6.4630,0.4393,Mixto,0,Centro
CL0291,25.3700,1.3168,12.3533,19.6000,2.3849,0.3598,Ejecutivo,1,Sur
CL0292,18.0928,1.0328,5.1343,21.6389,3.5390,0.2661,Digital,1,Sur
CL0293,29.5471,2.8802,6.3265,32.9478,6.6300,0.2642,Ejecutivo,0,Sur
CL0294,7.2436,0.2096,25.7295,13.7924,1.9059,0.1952,Digital,0,Sur
CL0295,14.3194,1.4926,4.1381,44.9130,2.8348,0.4809,Mixto,1,Sur
CL0296,10.4198,0.4374,24.1711,26.5878,6.1848,0.5620,Mixto,1,Sur
CL0297,23.9404,1.8149,11.8811,36.3382,10.8054,0.2125,Ejecutivo,1,Centro
CL0298,6.1474,0.2284,33.8780,15.3779,1.6819,0.4241,Ejecutivo,0,Sur
CL0299,22.3748,1.5415,14.3092,28.7435,4.1214,0.2341,Digital,0,Norte
