ventana_id,terminal,camiones_cola,muelles_activos,peso_t,revision_documental,operarios,prioridad,cola_proxy,codigo_aleatorio,espera_min,costo_espera_real_clp
V1007,Norte,7,6,17.3811,0,5,0,6.9143,2186,8.9975,16262.9066
V1008,Sur,4,5,15.0474,1,7,0,3.7055,1869,12.6368,22807.3161
V1009,Sur,4,4,22.9785,0,7,0,3.8574,1086,9.2604,16638.0469
V1010,Norte,9,2,9.1022,1,5,0,9.4856,1857,38.8349,69982.6985
V1011,Norte,6,4,8.8275,0,12,0,5.8050,1069,11.5460,20588.0162
V1012,Norte,8,3,5.0731,0,5,0,8.0146,1561,22.5014,40466.1970
V1013,Centro,7,6,5.2685,0,7,1,6.8840,1330,7.7064,13778.3945
V1014,Sur,8,5,9.1214,0,14,0,7.6282,1877,17.7597,31990.9121
V1015,Norte,9,4,9.8382,0,7,1,9.3152,2069,18.3214,33149.7660
V1016,Sur,8,2,4.5684,0,12,1,8.0608,1748,25.2792,45521.0567
V1017,Sur,6,6,8.7955,0,9,0,6.4043,1733,5.5522,10196.1804
V1018,Norte,3,6,6.1681,0,13,1,2.7211,1529,6.9107,12656.6796
V1019,Sur,8,2,16.3375,0,10,0,8.0182,1466,26.1948,47073.4046
V1020,Sur,5,6,12.9770,1,13,0,5.0831,1915,11.4713,20736.6424
V1021,Sur,6,5,13.6435,0,6,1,6.3789,1241,10.6304,19112.6398
V1022,Centro,5,4,19.7001,0,10,0,4.6296,1655,8.1426,14765.0153
V1023,Centro,5,4,10.6242,0,10,0,4.9052,1904,7.3467,13165.0589
V1024,Centro,7,4,5.5646,1,4,0,7.0050,1726,20.5072,36875.7243
V1025,Centro,6,6,19.5436,0,9,0,6.2889,2060,12.5717,22644.0026
V1026,Norte,6,2,16.5244,0,11,0,5.1216,1416,18.0154,32283.3985
V1027,Norte,6,6,6.4314,0,12,1,5.8363,2042,3.6758,6668.4571
V1028,Norte,4,5,20.2621,0,13,0,4.2977,2084,7.9217,14141.7391
V1029,Centro,7,6,3.0149,0,5,0,7.1804,1606,8.5995,15536.1425
V1030,Centro,5,3,23.0048,0,12,0,5.7478,1684,13.2852,23884.9274
V1031,Centro,7,2,12.2056,1,12,0,6.9361,1333,28.5544,51502.1695
V1032,Norte,7,2,4.1243,0,11,1,7.4432,1895,21.0542,37856.5637
V1033,Centro,6,2,16.6921,1,7,0,6.1630,1975,21.3063,38416.0591
V1034,Sur,13,4,15.2804,0,8,0,12.9839,1103,31.1277,56134.7589
V1035,Centro,4,2,3.3427,0,7,0,3.9574,1899,9.0562,16366.3085
V1036,Norte,7,3,10.0593,0,5,0,7.2386,2081,14.9276,26982.2573
V1037,Norte,7,2,5.5200,0,10,0,6.7591,1717,22.5830,40606.4296
V1038,Norte,5,5,7.9955,0,12,0,4.7449,1412,3.3671,5999.9656
V1039,Centro,9,4,12.1204,0,4,0,8.7541,1476,22.0979,39572.9174
V1040,Sur,6,4,22.2531,0,4,0,6.0732,2185,14.5234,26048.3636
V1041,Sur,8,4,19.3743,1,7,0,8.2520,2196,23.9910,43190.8258
V1042,Norte,5,6,21.7455,0,14,0,4.8915,1427,11.7842,21281.1250
V1043,Norte,7,3,21.9068,1,9,1,6.8048,1228,24.9098,44631.6833
V1044,Norte,8,4,20.0203,0,11,0,7.6605,1278,19.1920,34579.6106
V1045,Centro,6,5,16.0889,1,13,0,5.8755,1387,15.4368,27903.5084
V1046,Centro,9,3,23.1549,1,9,0,9.1731,1613,32.4537,58318.2281
V1047,Norte,8,3,6.7224,0,5,0,7.6804,1165,18.5470,33256.3702
V1048,Norte,4,6,10.3036,0,4,0,3.9589,1989,5.9611,10709.2527
V1049,Norte,5,5,16.2819,0,14,0,5.1436,1327,10.1331,18323.6279
V1050,Centro,2,4,23.0384,0,6,0,2.2291,1608,8.9707,16249.2790
V1051,Norte,5,5,2.3990,0,5,0,4.5761,1369,4.7015,8457.0336
V1052,Sur,4,5,5.5418,1,6,0,4.0153,1501,8.7896,15518.4607
V1053,Norte,9,3,6.2653,0,4,0,9.3382,1584,20.7007,37035.2998
V1054,Norte,2,3,4.1321,1,8,0,1.9523,1127,8.9814,16170.7056
V1055,Norte,9,5,19.2363,0,4,0,8.9962,1824,17.1222,30952.9692
V1056,Centro,5,2,10.7418,0,12,0,4.6489,1752,13.3452,23931.5274
V1057,Sur,5,5,10.7411,0,7,0,5.1976,1876,5.8046,10407.8022
V1058,Sur,8,6,5.7867,0,5,1,8.4584,1189,11.8495,21432.7538
V1059,Norte,4,3,15.8131,0,13,0,3.9304,1265,8.8974,16213.4332
V1060,Norte,12,2,16.9882,0,12,0,12.4643,1901,41.3514,74611.0184
V1061,Centro,5,3,14.6826,0,7,0,4.8723,1424,10.6144,18916.6422
V1062,Norte,6,4,13.8926,1,8,0,5.9060,1660,17.2260,31114.6209
V1063,Norte,4,5,11.4417,1,14,0,3.9991,2018,12.3878,22319.3840
V1064,Sur,7,6,20.7502,0,9,0,6.3422,1531,10.4064,18613.3065
V1065,Sur,5,3,4.2109,1,13,0,5.1371,1720,18.0977,32643.5457
V1066,Norte,7,3,23.3596,1,13,1,6.7497,1604,24.7384,44487.8517
V1067,Sur,4,5,21.9814,0,14,0,4.0578,1843,9.2978,16650.7010
V1068,Sur,9,2,21.3461,0,7,0,9.1881,1862,36.8178,66272.7866
V1069,Centro,12,6,15.1871,0,10,0,11.6793,2017,27.0322,48638.6329
V1070,Centro,11,2,7.7901,0,14,0,11.1007,1771,36.7076,66303.9214
V1071,Sur,2,5,5.5545,0,9,0,1.6511,2073,2.8971,5029.0581
V1072,Norte,5,5,20.8910,0,12,1,5.0144,1623,11.5550,20852.4766
V1073,Norte,4,4,19.1345,0,13,0,3.8762,1420,8.4442,15107.7765
V1074,Norte,9,5,20.8045,1,10,0,9.0361,1288,25.4053,45584.0520
V1075,Sur,9,4,21.6358,0,9,0,7.9824,2139,27.4488,49220.7910
V1076,Norte,6,6,18.1954,0,9,0,6.7563,1941,7.1346,12866.5935
V1077,Centro,4,5,14.5901,0,10,0,3.9236,1592,6.8025,12431.5491
V1078,Sur,3,6,18.2936,0,13,0,2.9968,1093,7.9716,14386.3631
V1079,Centro,6,2,2.5871,0,4,0,5.9135,2063,19.1833,34470.1900
V1080,Norte,9,3,18.1785,0,4,0,8.7890,1996,20.3137,36658.2249
V1081,Centro,6,3,7.5314,0,13,1,6.0405,1401,13.3505,23988.4704
V1082,Sur,4,4,19.4854,0,11,0,4.1686,1787,9.1730,16661.3634
V1083,Norte,7,5,5.9154,0,8,0,7.4010,1455,7.2345,13051.4069
V1084,Sur,5,5,5.8547,0,6,1,5.3459,2121,5.2554,9302.3540
V1085,Sur,6,6,9.2324,1,5,0,6.3493,1537,10.7145,19289.2554
V1086,Centro,4,6,22.2747,0,11,0,4.1041,1488,6.0080,10735.2795
V1087,Centro,9,4,5.1517,1,7,0,9.2238,1831,22.2799,39982.3771
V1088,Sur,5,3,7.2635,0,13,0,4.5799,1910,11.0327,19825.0857
V1089,Norte,12,5,16.4432,0,5,0,11.9463,1886,26.7365,48029.5607
V1090,Norte,2,3,6.0145,0,13,0,2.0874,1423,3.3635,5956.4346
V1091,Centro,9,3,17.2974,0,13,0,9.0735,1903,26.1097,46935.6290
V1092,Centro,4,5,22.9978,0,11,0,3.8467,1123,8.0631,14589.1949
V1093,Centro,4,5,13.9552,0,6,0,3.8164,1819,5.0976,9208.3089
V1094,Norte,5,3,10.1571,0,11,0,4.9303,1825,9.8687,17633.3555
V1095,Norte,7,3,9.9669,0,12,0,6.6787,1598,18.6665,33826.9897
V1096,Centro,6,3,22.2286,0,5,0,5.8824,1888,20.0935,36206.1923
V1097,Centro,3,3,22.8993,0,6,0,3.6906,1411,8.2677,14951.0216
V1098,Centro,4,3,4.0172,0,14,0,3.6609,1159,8.7506,15748.1918
V1099,Centro,7,2,16.8862,1,10,0,7.0557,1463,27.5871,49740.1129
V1100,Norte,3,3,7.8414,1,5,0,2.8290,2161,12.1921,21851.9576
V1101,Centro,3,4,4.4149,0,13,0,2.9474,1948,0.5000,863.6494
V1102,Centro,6,3,12.4079,0,13,0,5.8958,1128,13.6457,24404.1461
V1103,Sur,4,6,17.3020,0,12,0,4.1534,1184,7.7951,14121.0419
V1104,Centro,3,5,10.6234,0,13,0,3.1697,1925,6.9570,12531.4791
V1105,Sur,3,3,17.7102,0,4,0,2.7486,1430,8.2607,14746.0417
V1106,Centro,5,3,22.7916,0,13,0,4.7506,1001,13.8321,24985.6139
V1107,Norte,7,5,23.9779,0,7,1,6.9207,1671,11.2845,20426.8414
V1108,Centro,9,6,7.3408,0,4,0,9.4305,1417,14.2416,25561.3404
V1109,Sur,6,4,5.9142,0,5,0,5.5084,2023,11.5930,20953.9518
V1110,Norte,4,3,18.5367,0,11,0,3.6186,1582,9.6881,17478.4397
V1111,Centro,12,3,12.7640,1,13,0,12.1749,1487,29.9350,54008.7964
V1112,Centro,5,5,11.2146,0,10,0,5.5588,1943,2.5050,4720.8457
V1113,Norte,3,4,3.2926,1,8,0,3.4499,1029,6.9112,12512.2072
V1114,Sur,4,5,18.0840,0,10,0,3.5637,1242,5.1147,9249.3272
V1115,Centro,11,6,11.2942,0,12,0,11.2146,1632,25.6513,46151.5620
V1116,Centro,2,6,18.8738,0,13,0,1.6216,1364,5.5518,9957.0170
V1117,Norte,7,5,11.5512,0,14,1,7.1033,1870,12.2091,22028.8749
V1118,Centro,3,5,7.0255,0,9,0,3.4324,1207,7.7974,14074.4908
V1119,Centro,4,4,11.3016,0,13,0,3.0626,1641,6.7837,12298.0326
V1120,Centro,3,2,12.1098,1,8,0,2.4668,1526,14.3667,26059.4571
V1121,Centro,6,4,6.6290,0,13,1,6.0810,1398,13.0799,23482.7723
V1122,Norte,5,2,2.4681,0,12,0,4.7561,2099,15.9039,28746.3342
V1123,Sur,8,4,19.7460,0,14,0,7.6273,1929,19.7781,35610.2648
V1124,Norte,3,5,16.7642,0,9,0,2.9547,1244,5.0502,9240.5514
V1125,Norte,4,2,5.3749,0,8,0,3.9163,1349,11.2105,20128.9684
V1126,Sur,4,6,23.8213,0,14,0,3.7158,1513,8.3227,15009.9083
V1127,Norte,4,2,5.8216,0,8,1,3.7958,1893,10.7229,19142.9312
V1128,Norte,10,6,23.3787,0,5,0,9.7490,1737,20.6712,37130.3321
V1129,Norte,6,6,10.7681,1,7,1,5.9132,1692,11.4345,20620.1536
V1130,Norte,5,5,10.0709,0,12,0,4.8170,1749,8.6687,15484.6550
V1131,Norte,4,3,7.6787,0,7,0,3.8948,1429,8.4064,15149.3502
V1132,Sur,8,4,18.5053,0,14,0,8.4764,1881,19.5567,35260.1720
V1133,Centro,9,4,18.4431,1,9,1,8.4859,2059,25.8847,46460.8663
V1134,Sur,5,2,5.8563,0,14,0,5.3135,1559,13.8937,25053.9378
V1135,Centro,7,5,22.5809,0,6,0,7.0785,1282,15.8104,28394.1747
V1136,Sur,6,2,23.0809,0,5,1,6.1707,2052,22.1230,39894.3795
V1137,Sur,5,3,22.4487,1,10,0,5.2249,1928,17.8941,32234.1638
V1138,Centro,5,4,22.6847,0,8,0,5.0787,1753,13.1117,23406.8176
V1139,Sur,5,6,14.2830,0,4,1,5.5209,1981,6.5039,11821.9966
V1140,Norte,7,3,15.9040,0,11,0,7.0219,1394,16.9189,30544.2641
V1141,Centro,4,6,20.3909,0,11,1,3.9155,1627,5.8418,10456.0407
V1142,Norte,4,2,15.0242,0,12,0,4.2073,2064,13.7707,24605.5792
V1143,Norte,5,4,6.9878,0,14,0,4.4534,1125,10.5566,18943.5401
V1144,Sur,6,3,6.2440,0,12,1,5.9874,1479,16.6885,30001.9990
V1145,Sur,5,5,5.3975,0,9,0,4.6885,1254,3.7677,6643.7825
V1146,Centro,3,6,16.1420,0,4,1,2.5991,1234,8.8500,16028.8442
V1147,Sur,7,4,5.0184,0,9,0,7.1450,1334,11.5033,20822.4933
V1148,Sur,5,6,17.2833,0,9,0,4.5231,2151,3.9560,7247.0654
V1149,Sur,5,5,5.5008,0,5,1,5.2561,1977,5.1690,9306.1214
V1150,Norte,5,6,6.5578,0,10,1,5.1656,1347,6.0614,10938.9639
V1151,Norte,5,4,18.0586,0,11,0,5.0269,2014,11.1055,20040.5611
V1152,Centro,4,3,12.6884,0,8,0,3.9462,2160,11.2780,20314.7345
V1153,Centro,7,3,20.7288,0,9,0,7.2258,1082,17.8870,32147.5709
V1154,Centro,6,6,19.1384,0,12,0,5.8638,2173,10.2140,18379.0781
V1155,Centro,8,3,14.2879,0,5,1,7.8210,1965,20.2146,36449.9076
V1156,Centro,5,6,4.7938,0,8,0,5.0749,1955,5.8782,10518.2397
V1157,Norte,4,4,9.7219,0,6,1,3.6066,1756,7.1439,12772.3797
V1158,Norte,6,5,17.1025,0,6,0,6.1672,1026,7.3930,13329.9597
V1159,Sur,2,5,19.6328,0,12,0,1.8804,1706,6.6277,11930.1823
V1160,Sur,7,2,14.3771,0,8,0,6.8981,1379,32.8412,59179.1127
V1161,Centro,9,6,3.5678,0,14,0,8.6702,1280,14.0827,25371.0506
V1162,Centro,4,2,20.7711,0,12,0,3.4309,1422,13.0147,23377.5482
V1163,Sur,5,5,10.4620,1,14,1,5.1987,1221,8.6205,15442.8664
V1164,Sur,6,5,8.2042,1,9,0,5.9397,2128,8.7633,15828.2341
V1165,Sur,15,5,19.5611,0,8,0,15.3306,1661,36.3795,65541.6582
V1166,Sur,3,3,11.0792,0,9,0,3.1220,2130,4.9028,8712.3614
V1167,Centro,6,6,13.5669,0,9,0,6.0859,1968,7.3627,13203.1697
V1168,Centro,6,5,18.2498,1,9,0,5.4371,1762,19.1025,34484.8337
V1169,Sur,3,6,7.2507,0,9,0,3.2273,1581,7.2403,13102.9488
V1170,Sur,4,6,14.6755,0,6,1,3.5114,1935,6.8942,12501.0844
V1171,Sur,8,4,2.2288,0,9,0,7.6990,1316,20.5573,36866.9469
V1172,Norte,8,4,21.3967,0,13,0,8.2871,1326,26.6715,47870.9114
V1173,Norte,4,4,7.0234,0,12,0,4.4992,1611,7.1065,12652.7681
V1174,Centro,13,6,5.4167,0,7,0,13.2017,1922,27.0722,48706.8529
V1175,Norte,5,3,9.9982,0,9,0,4.9737,1478,11.6992,21155.6305
V1176,Centro,3,5,20.3756,0,13,0,2.8298,1677,8.0063,14393.5329
V1177,Sur,3,5,18.4953,1,9,1,2.7007,1685,10.8168,19520.8533
V1178,Norte,5,4,13.2078,0,11,0,5.2770,2036,7.3472,13315.4156
V1179,Sur,3,6,10.4773,0,13,0,2.7254,1844,5.9611,10708.6022
V1180,Centro,3,3,17.9569,0,11,0,2.7688,1600,6.7351,12139.9021
V1181,Centro,7,2,13.5134,0,12,0,6.4505,1493,20.4163,36778.9679
V1182,Norte,4,4,12.8895,1,6,0,3.8430,1445,12.3798,22267.4926
V1183,Norte,9,2,20.0734,0,7,1,9.1824,1231,31.9678,57593.3082
V1184,Norte,5,4,14.1006,0,6,0,4.8274,1889,12.0630,21624.6358
V1185,Centro,4,5,21.7141,1,5,0,3.4999,1663,16.0222,28784.1274
V1186,Sur,6,3,8.8149,0,4,1,5.7560,2032,13.1268,23577.5038
V1187,Sur,5,5,3.3254,0,13,0,4.8906,1193,2.2642,3991.2632
V1188,Norte,9,5,9.6028,0,11,0,8.7307,1152,13.0199,23359.5735
V1189,Norte,8,2,16.6225,0,8,0,8.0614,1957,28.4088,51257.6333
V1190,Centro,8,3,2.6625,0,5,1,7.3294,1352,19.4728,35216.8716
V1191,Norte,6,4,12.4007,0,4,0,5.9276,1811,6.4005,11518.0390
V1192,Norte,7,3,12.3075,1,11,1,6.3426,1362,20.8273,37422.2022
V1193,Norte,6,2,7.0467,0,6,0,6.0658,1363,14.9698,26905.9194
V1194,Norte,7,3,5.9059,0,4,0,6.9797,1962,15.8241,28377.8130
V1195,Norte,8,3,21.3976,0,7,1,8.7161,1458,21.9762,39594.2162
V1196,Norte,5,2,3.8330,0,5,0,5.4095,1341,13.8784,24914.6999
V1197,Centro,6,5,3.1018,0,10,0,6.1862,1740,7.3657,13305.4059
V1198,Sur,2,5,22.1051,0,6,0,2.1785,1438,8.0542,14394.5047
V1199,Norte,7,2,10.1167,1,6,0,6.8427,1344,31.5631,56749.1512
V1200,Sur,6,6,2.6354,0,12,0,5.8043,1754,4.3953,8082.8233
