registro_id,fecha,centro,turno,pedidos,unidades,lineas,distancia_m,ocupacion_pct,operarios,urgentes_pct,promocion,carga_proxy_1,carga_proxy_2,horas_persona,costo_cierre_clp,ruido_1,ruido_2,ruido_3,ruido_4,rol_particion
R1223,2026-06-02,C7,Tarde,177,440,174,1720.6682,88.8469,14,15.0914,0,178.7866,173.9496,19.0262,142969.6354,0.2277,-1.1664,-0.2444,0.2144,prueba
R1224,2026-06-02,C8,Manana,135,231,156,NA,71.5065,7,16.4504,0,144.3388,133.6750,5.6948,40603.9836,0.0904,-0.2034,-0.4099,1.7405,prueba
R1225,2026-06-03,C1,Manana,132,438,163,1197.5246,75.4666,17,23.2881,1,131.2693,135.6598,7.3541,54666.7252,1.8196,1.0311,0.6673,2.2715,prueba
R1226,2026-06-03,C2,Tarde,132,349,167,1963.4052,68.8933,13,9.0753,1,131.1889,130.9475,7.3305,51901.6086,0.6749,1.3116,0.6776,-1.9006,prueba
R1227,2026-06-03,C3,Tarde,137,324,188,1077.8264,80.4533,7,10.0112,1,131.6026,128.6319,12.5064,94925.8373,1.0597,-0.5042,-0.1673,-0.9828,prueba
R1228,2026-06-03,C4,Tarde,148,397,138,1694.5141,89.5981,13,24.4286,1,147.9638,149.1012,16.3018,122051.3274,-0.6205,0.0078,1.9266,-0.8326,prueba
R1229,2026-06-03,C5,Tarde,142,450,169,646.8304,36.4462,13,27.6920,1,143.0518,134.0829,14.5252,109349.8358,0.5857,-0.3593,1.3500,-1.2624,prueba
R1230,2026-06-03,C6,Manana,146,276,161,991.1882,64.0372,17,17.9746,0,146.4785,146.0073,4.6735,34571.6058,-1.3807,0.0695,-0.6783,1.2541,prueba
R1231,2026-06-03,C7,Manana,155,382,153,1278.5734,58.0280,10,10.9425,0,155.4417,156.2190,5.9579,45530.4910,-2.4118,-0.2775,-1.3211,0.7931,prueba
R1232,2026-06-03,C8,Tarde,163,427,216,1409.0747,73.2384,9,4.9177,1,164.1703,172.5713,11.9804,87675.9640,-0.1165,1.9275,-2.0417,1.0778,prueba
R1233,2026-06-04,C1,Manana,148,453,181,NA,37.8287,10,14.4249,0,146.0030,143.2434,14.7940,112477.8583,-0.8055,-1.5116,1.0898,-0.3682,prueba
R1234,2026-06-04,C2,Manana,159,257,151,1669.3757,78.3085,12,20.1739,1,158.6816,153.1407,11.5525,87979.5055,0.3460,-1.0125,0.6197,1.5262,prueba
R1235,2026-06-04,C3,Manana,150,371,204,1360.2398,NA,13,11.8459,0,149.3701,154.4651,6.2672,48671.6544,-0.9350,0.5083,-0.4546,0.4494,prueba
R1236,2026-06-04,C4,Tarde,162,324,186,1309.7659,56.0989,13,21.3977,0,156.7964,154.4460,8.0787,60133.7131,1.2127,-0.0654,1.4744,-0.0989,prueba
R1237,2026-06-04,C5,Tarde,124,341,133,2186.7506,73.2945,10,12.0386,1,124.0090,119.2662,6.6204,49070.4653,-0.4810,0.0528,1.1306,-0.0893,prueba
R1238,2026-06-04,C6,Manana,155,342,190,639.1481,54.7881,13,2.2914,0,152.6359,152.9106,6.4532,46855.0445,-0.4631,0.7041,1.7673,-0.4086,prueba
R1239,2026-06-04,C7,Manana,161,514,198,891.7502,40.3429,17,7.7158,0,160.7186,163.0315,8.8148,64880.1804,-0.2567,-1.1783,-0.4759,-1.1271,prueba
R1240,2026-06-04,C8,Tarde,146,398,168,524.4575,38.3364,7,14.4498,0,144.9104,149.5052,14.2084,104617.7537,-2.5952,-1.1681,1.6169,-0.4642,prueba
R1241,2026-06-05,C1,Manana,171,476,194,422.5401,90.4504,14,29.2096,1,170.4681,164.9959,19.3864,142855.7101,-0.6053,-1.1998,0.3302,0.3873,prueba
R1242,2026-06-05,C2,Tarde,152,241,147,1314.4593,84.2854,14,16.9082,1,150.3728,159.5166,9.9928,74814.9156,1.1238,-2.7762,-0.2653,0.3581,prueba
R1243,2026-06-05,C3,Tarde,162,518,224,1037.4969,51.4658,17,25.7687,0,167.9500,168.1352,9.1751,68460.8671,1.6599,0.4088,-1.7572,-0.0612,prueba
R1244,2026-06-05,C4,Tarde,146,283,134,1277.4021,83.3527,9,25.5529,0,145.3368,155.0166,12.2444,93648.7704,0.1964,-0.6981,-0.9921,0.2617,prueba
R1245,2026-06-05,C5,Tarde,148,448,197,584.8762,68.0480,8,19.0972,1,139.9586,153.0961,8.7418,64813.1507,0.6949,-0.7905,-1.5591,0.9996,prueba
R1246,2026-06-05,C6,Tarde,159,508,219,1350.4484,90.5101,8,25.3275,0,156.3425,161.3357,18.6309,142591.9507,-2.4076,0.8211,0.1613,0.9352,prueba
R1247,2026-06-05,C7,Manana,150,319,162,981.8509,85.2615,17,20.9839,0,150.5437,145.4450,9.9409,72712.7619,-0.6950,-0.0368,0.5809,-0.8329,prueba
R1248,2026-06-05,C8,Manana,151,447,147,2109.4534,74.8618,8,7.3540,0,150.2826,156.8670,9.9457,76563.8622,-1.6504,-0.2300,0.7907,-1.4348,prueba
R1249,2026-06-06,C1,Manana,160,288,210,2019.3695,80.9487,13,16.4278,0,155.8555,159.8953,11.5101,86732.9005,-0.0946,-1.2057,0.5901,0.4737,prueba
R1250,2026-06-06,C2,Manana,157,417,176,1387.2525,85.5810,13,27.9373,1,156.4425,164.9294,12.6415,94415.1668,-0.9009,-0.7489,0.4273,1.2868,prueba
R1251,2026-06-06,C3,Manana,159,522,177,1083.3684,82.5012,13,23.7855,1,155.5830,158.3702,11.9863,87158.3408,-1.1419,1.3428,-1.1623,-0.9364,prueba
R1252,2026-06-06,C4,Tarde,130,350,173,949.9089,38.3476,13,7.2389,1,128.5560,134.9378,11.8715,90458.9982,-0.2577,0.2361,0.9952,2.2558,prueba
R1253,2026-06-06,C5,Tarde,137,335,160,1639.5308,66.6617,10,6.2548,1,137.3524,134.4593,6.2193,45923.8689,0.3999,0.8145,-0.8107,-0.1593,prueba
R1254,2026-06-06,C6,Tarde,174,481,199,1482.4367,58.0814,13,16.4890,1,172.6371,175.4652,9.8019,72578.6339,2.3702,0.7712,0.6160,1.1602,prueba
R1255,2026-06-06,C7,Tarde,139,457,163,NA,54.6710,13,17.0913,1,135.9527,142.0717,9.1568,70281.4788,1.2950,0.8807,-1.5848,0.3621,prueba
R1256,2026-06-06,C8,Tarde,142,273,186,1395.3153,74.0592,7,5.0500,1,144.3068,142.5177,12.1282,91426.2241,-1.2120,-0.1722,-0.3476,0.0012,prueba
R1257,2026-06-07,C1,Tarde,162,492,149,787.7383,43.6272,10,5.7964,0,166.5698,168.9589,13.5878,99915.1283,-0.2953,-1.0230,-0.7523,0.4529,prueba
R1258,2026-06-07,C2,Manana,135,331,129,1936.9890,77.9209,17,15.4304,0,137.5007,134.5968,10.6452,80078.0238,0.2618,0.0498,0.5781,2.3710,prueba
R1259,2026-06-07,C3,Manana,157,326,180,679.6874,74.2295,7,9.0121,0,162.2739,156.9352,8.6485,65783.3259,0.1857,0.4008,0.1624,1.0671,prueba
R1260,2026-06-07,C4,Manana,151,502,162,1413.4272,64.7516,15,22.6524,1,150.6712,147.6929,8.1673,60665.1699,-1.1013,0.2655,-0.8466,-0.7354,prueba
R1261,2026-06-07,C5,Manana,157,461,211,912.1900,87.5372,8,7.7918,0,157.6441,155.6182,13.0010,97986.1816,-0.2734,-0.5586,0.3137,1.6462,prueba
R1262,2026-06-07,C6,Tarde,152,314,159,1696.5263,67.1128,9,20.6464,0,149.5841,153.6316,8.7781,66243.4773,0.0217,-0.4513,0.8255,0.7036,prueba
R1263,2026-06-07,C7,Tarde,160,538,153,1448.9985,49.8524,13,17.3700,1,158.6015,156.2613,9.1977,68633.2480,0.5754,-1.3640,1.0247,-0.5445,prueba
R1264,2026-06-07,C8,Manana,155,428,211,2033.8779,48.4753,13,4.4552,0,153.1429,148.6550,9.5688,73127.4903,1.0814,-1.0640,0.3522,1.1445,prueba
R1265,2026-06-08,C1,Tarde,122,384,121,781.2643,56.6215,16,3.9385,1,124.5945,108.8512,6.5170,47067.9285,0.0576,0.2859,-0.4134,0.5605,prueba
R1266,2026-06-08,C2,Tarde,155,290,182,1278.8478,90.3204,17,21.7582,1,159.9926,147.0560,16.2288,120079.2354,-1.2449,0.9482,-1.4688,-0.8822,prueba
R1267,2026-06-08,C3,Tarde,129,423,155,1379.6415,57.4151,17,9.6150,1,126.2964,125.2178,5.5030,41786.7701,-0.8529,0.6404,-0.2976,-0.8688,prueba
R1268,2026-06-08,C4,Manana,132,214,132,1391.9848,38.9962,8,13.9207,0,133.4472,136.4321,10.0840,76554.1257,0.6909,-1.1395,1.4930,0.3840,prueba
R1269,2026-06-08,C5,Tarde,135,374,162,1529.7853,41.8409,13,25.0603,1,131.1350,142.5309,11.3633,81930.6601,0.4476,-0.0373,1.7223,-0.5261,prueba
R1270,2026-06-08,C6,Tarde,145,364,166,904.9715,38.5196,12,27.7496,1,144.2376,148.2891,7.5176,53339.0983,0.1246,0.6733,2.1675,-0.6128,prueba
R1271,2026-06-08,C7,Tarde,153,345,147,2007.5983,70.1464,9,15.1311,1,151.1178,154.0433,11.0036,80952.6435,-0.2433,-0.8985,-0.7524,1.4487,prueba
R1272,2026-06-08,C8,Tarde,159,305,177,562.0998,63.5517,7,28.4197,1,158.7674,157.2566,8.6143,61256.4373,-0.6875,-0.1369,1.2198,1.1503,prueba
R1273,2026-06-09,C1,Manana,150,443,140,2073.2775,54.7932,9,23.5220,0,143.7710,145.6844,9.5218,70092.4254,0.5048,-0.6884,2.1920,-0.4172,prueba
R1274,2026-06-09,C2,Manana,142,275,165,1293.8170,75.2980,7,19.9122,1,140.3393,141.5156,10.3776,77678.5150,-0.0696,-0.3797,-2.2801,0.9653,prueba
R1275,2026-06-09,C3,Tarde,138,414,189,1173.1701,82.8115,15,29.7907,0,135.7171,141.7526,14.4602,107583.9194,-1.3465,0.2845,-1.1759,-0.1358,prueba
R1276,2026-06-09,C4,Manana,137,473,180,844.1799,36.0931,8,16.2732,1,140.6101,140.7505,13.2014,100160.5298,-1.4581,-1.7337,0.8378,0.1109,prueba
R1277,2026-06-09,C5,Tarde,151,343,199,868.7175,58.3188,7,29.0199,0,153.4298,153.9612,7.4809,56697.0044,-0.6159,-0.1556,0.4338,0.5114,prueba
R1278,2026-06-09,C6,Manana,146,426,187,2073.5434,75.8605,12,4.8010,1,145.7924,147.3355,10.5400,78094.6305,1.7997,0.2320,-0.0387,1.3502,prueba
R1279,2026-06-09,C7,Tarde,170,283,232,1315.5111,66.6167,17,11.4016,1,170.0689,166.3496,7.7694,59772.6461,-2.4305,1.1646,-0.1152,1.4591,prueba
R1280,2026-06-09,C8,Tarde,136,459,168,1822.7429,46.9584,17,21.5066,1,140.3411,137.1956,8.1542,60205.3737,0.3082,-2.6252,0.1683,1.3497,prueba
R1281,2026-06-10,C1,Tarde,140,471,137,770.6108,76.8457,17,23.3470,1,138.5243,139.7061,7.9925,61124.8601,1.0223,1.5978,-0.7680,0.0913,prueba
R1282,2026-06-10,C2,Manana,145,418,188,1671.4906,77.7414,12,18.9503,0,141.4209,151.3316,9.7518,74682.9089,-1.2949,1.3516,-1.2676,0.1164,prueba
R1283,2026-06-10,C3,Tarde,166,344,214,704.5750,60.4657,12,12.4191,1,164.5844,167.3325,9.9548,75969.0455,0.3750,-1.2765,-0.0535,-1.2005,prueba
R1284,2026-06-10,C4,Tarde,149,311,135,1873.5025,90.9061,9,23.4309,1,151.6088,144.7578,19.2019,141628.0367,-0.1059,-1.7330,1.0006,1.2999,prueba
R1285,2026-06-10,C5,Tarde,137,294,176,1463.7850,63.0525,16,23.2372,0,141.6307,140.6565,7.0829,51928.8088,1.5895,-1.2277,-2.1188,0.3311,prueba
R1286,2026-06-10,C6,Tarde,162,308,184,622.3891,76.0958,10,20.3957,1,162.1456,164.9030,10.7112,80882.1574,0.9519,1.3401,0.0808,0.2082,prueba
R1287,2026-06-10,C7,Tarde,144,357,188,1293.4225,74.6958,13,7.5283,1,146.5296,144.1739,10.5663,77775.2333,1.4584,0.3432,-0.4798,-0.4038,prueba
R1288,2026-06-10,C8,Manana,160,323,147,1809.6181,NA,13,24.1915,0,157.4870,160.7164,11.8085,89419.7187,0.4952,-1.7286,0.1019,0.7806,prueba
R1289,2026-06-11,C1,Tarde,159,449,215,1535.8350,85.1954,8,20.5176,1,162.7826,158.7075,19.8649,149439.6871,0.0757,0.2332,0.5779,-1.7816,prueba
R1290,2026-06-11,C2,Tarde,146,357,165,1357.0394,79.3487,13,18.2580,1,143.2484,144.2952,10.7814,81561.9939,1.2901,0.0769,-0.2250,-0.2125,prueba
R1291,2026-06-11,C3,Tarde,149,432,158,1058.9921,89.3383,7,2.6477,1,152.6393,150.9071,17.5591,129092.7502,0.9832,-0.3421,-1.2282,-1.5193,prueba
R1292,2026-06-11,C4,Manana,158,238,152,515.9780,70.1671,9,11.7393,1,161.0318,151.2663,7.1973,54265.1527,-0.2391,0.9026,-0.1548,0.4795,prueba
R1293,2026-06-11,C5,Manana,146,336,159,1124.0337,88.8315,17,28.7941,1,147.6977,143.4092,15.0341,112767.7908,0.3837,-0.6272,1.3384,-0.1229,prueba
R1294,2026-06-11,C6,Tarde,161,460,223,1212.6142,73.3380,14,25.0631,0,161.6789,159.4706,7.5816,58093.6690,1.0497,1.7038,0.6405,-0.1676,prueba
R1295,2026-06-11,C7,Tarde,150,412,206,1620.2296,42.2332,10,6.0599,1,152.3681,147.8583,13.6944,103985.9939,1.3877,-0.7135,-1.9445,0.3044,prueba
R1296,2026-06-11,C8,Manana,145,263,186,2154.0044,88.4739,7,27.1223,0,144.5458,145.9594,17.5408,132179.4996,-1.1732,0.4999,0.8175,0.7805,prueba
R1297,2026-06-12,C1,Manana,140,402,188,1800.1315,46.1043,7,19.1013,1,139.7454,135.6683,8.6788,64903.0189,-0.8259,2.5254,0.3283,0.1226,prueba
R1298,2026-06-12,C2,Manana,132,306,171,853.3410,62.5861,9,0.2618,1,134.0988,134.8419,3.0228,23176.8676,-1.2830,-1.8002,0.1887,0.0768,prueba
R1299,2026-06-12,C3,Tarde,160,521,211,1115.6844,84.4514,9,1.6905,1,161.8861,155.8749,17.2398,131593.7678,-0.3191,0.4921,-0.6667,0.8318,prueba
R1300,2026-06-12,C4,Tarde,141,275,174,1029.1961,67.3823,8,5.3939,0,140.8599,144.9821,8.8873,67886.7671,-0.0427,-0.6173,-0.5378,0.8396,prueba
R1301,2026-06-12,C5,Tarde,153,424,175,641.3326,89.9328,16,1.1791,1,152.8270,159.6583,18.3942,139156.8703,0.0430,-0.1535,-0.4698,0.6144,prueba
R1302,2026-06-12,C6,Tarde,137,418,130,771.4821,55.0738,8,9.6558,0,135.9517,137.4515,8.6318,67990.2824,-1.3068,0.1431,-0.7736,-1.0742,prueba
R1303,2026-06-12,C7,Tarde,144,479,151,758.1171,68.8196,17,4.6336,0,143.4480,147.9519,7.6231,56660.6904,-0.3282,-0.0507,0.1776,0.0553,prueba
R1304,2026-06-12,C8,Tarde,164,260,195,676.9396,85.6596,7,24.6929,1,165.9632,162.9201,15.5366,116405.8937,0.1881,-1.2437,0.0306,0.0596,prueba
R1305,2026-06-13,C1,Manana,156,271,194,1678.8890,71.2269,9,22.9165,1,152.5283,155.7290,10.4161,77812.9777,0.0415,1.4162,-0.8596,-0.4126,prueba
R1306,2026-06-13,C2,Manana,144,438,147,1098.6938,62.2523,12,11.6790,0,140.3522,140.0302,7.7770,59141.0198,-1.2941,-1.4445,-1.0993,-0.2299,prueba
R1307,2026-06-13,C3,Manana,160,351,183,923.9688,70.0417,9,20.6558,1,159.3613,170.7156,12.5458,93028.6246,1.5960,1.0223,2.0856,-0.3874,prueba
R1308,2026-06-13,C4,Manana,150,315,185,NA,81.8304,13,6.1428,0,151.9103,156.2848,7.1972,52476.6588,0.2068,0.3658,0.3090,-0.4134,prueba
R1309,2026-06-13,C5,Tarde,162,566,172,1549.6046,62.2311,16,5.5004,1,158.6593,168.2874,9.7248,72540.4875,-0.4181,-0.5156,-0.0798,1.1733,prueba
R1310,2026-06-13,C6,Manana,153,275,144,1207.5558,58.3004,9,3.3634,1,150.7413,143.1469,5.5256,41730.4408,0.1160,0.7348,-1.0182,0.0810,prueba
R1311,2026-06-13,C7,Tarde,152,263,194,2174.9538,77.1318,17,5.8423,0,149.6926,151.6014,9.7668,70312.0797,-0.5472,0.8279,-0.5410,-0.7610,prueba
R1312,2026-06-13,C8,Manana,145,473,186,1152.8580,62.1552,15,5.9970,1,154.0302,145.9769,6.2332,48231.8210,0.7513,1.2733,-1.5761,0.9151,prueba
R1313,2026-06-14,C1,Tarde,158,537,181,996.8164,90.7936,9,7.0262,0,155.6096,163.1727,20.5270,155972.8151,0.3068,0.0474,-0.7684,0.4645,prueba
R1314,2026-06-14,C2,Manana,158,503,160,906.2975,82.8341,7,7.7740,0,160.9960,154.0276,15.9057,119067.3946,0.4000,-1.4352,0.6514,0.8306,prueba
R1315,2026-06-14,C3,Manana,166,533,192,1467.3060,NA,8,4.2516,1,162.8131,170.5644,17.1787,128071.6669,-0.8229,0.6806,0.5642,1.6162,prueba
R1316,2026-06-14,C4,Tarde,148,351,152,613.3218,41.1437,15,12.9180,1,150.8953,152.5155,8.0818,61718.4247,1.2828,-1.3859,-1.0710,-0.1843,prueba
R1317,2026-06-14,C5,Tarde,135,373,174,2166.1317,68.2372,11,3.7514,1,133.9717,134.9724,8.3307,63973.8617,-0.0114,-0.5449,-1.5369,1.3809,prueba
R1318,2026-06-14,C6,Manana,158,466,182,1575.3638,61.2503,8,20.3831,0,162.3252,157.0444,10.5240,80038.4619,-1.1320,0.9866,-1.4284,-0.5143,prueba
R1319,2026-06-14,C7,Tarde,149,423,200,584.2182,53.1686,16,7.7552,0,148.8189,145.9817,7.1574,53706.0830,-0.4461,0.0112,0.5758,-0.6067,prueba
R1320,2026-06-14,C8,Manana,149,465,166,637.3793,52.7993,13,5.4502,1,145.7419,157.9728,6.5623,51150.2964,-0.1974,0.3263,-0.7799,1.0405,prueba
R1321,2026-06-15,C1,Manana,152,475,174,1571.8178,60.6036,9,10.2497,0,148.4513,149.4163,11.8445,89485.7945,-0.7895,-0.0655,0.7751,0.2849,prueba
R1322,2026-06-15,C2,Manana,137,311,167,1062.2993,36.6182,8,15.0190,1,139.4459,134.7175,13.7995,107102.2548,1.4659,-0.2955,0.8288,-2.0441,prueba
R1323,2026-06-15,C3,Manana,167,418,171,947.7832,53.8026,13,21.5504,1,167.9120,167.7790,7.9289,58069.3821,-0.8916,-0.4272,-0.2636,1.1129,prueba
R1324,2026-06-15,C4,Tarde,137,465,130,1577.4025,46.8135,16,5.8225,0,143.4786,128.2675,10.7000,79083.2758,1.2016,-0.5214,0.1373,0.0181,prueba
R1325,2026-06-15,C5,Tarde,126,319,150,497.4958,35.6782,13,4.9548,1,121.9088,125.0575,10.3616,79045.4352,0.4463,-0.4294,1.1113,-1.4079,prueba
R1326,2026-06-15,C6,Manana,147,304,154,780.4232,80.4472,16,29.8649,1,149.3982,134.1491,7.2157,54257.2872,1.3632,1.9113,-1.2071,1.4243,prueba
R1327,2026-06-15,C7,Tarde,142,287,186,NA,89.7403,9,29.8713,1,140.9605,144.1532,15.4138,120872.2551,-0.3729,-0.9107,-0.8824,-0.7642,prueba
R1328,2026-06-15,C8,Tarde,157,245,163,1027.0811,52.2875,14,27.1481,1,155.3368,155.9674,4.4603,30828.2339,-0.8388,-0.3849,0.2303,1.2733,prueba
R1329,2026-06-16,C1,Manana,151,351,162,NA,89.4329,15,11.3900,1,147.8900,148.1960,12.0718,90397.0620,-0.5306,-0.9231,-1.9515,-1.0730,prueba
R1330,2026-06-16,C2,Manana,169,479,194,1038.8978,45.6589,7,21.9267,1,167.3156,168.2571,13.2577,99967.8878,-0.1411,0.0928,-0.9493,-1.5337,prueba
R1331,2026-06-16,C3,Manana,146,333,177,1336.5725,42.0158,8,11.5692,0,147.7174,145.5204,12.1086,89172.7093,-1.6438,-0.5938,-0.0332,0.2756,prueba
R1332,2026-06-16,C4,Manana,167,442,182,1783.2950,36.0054,17,13.5726,1,164.1730,166.0983,13.8286,103596.2184,1.2388,-0.0793,-0.5546,-4.0941,prueba
R1333,2026-06-16,C5,Tarde,145,490,142,1491.0406,86.4760,9,23.0770,1,140.3164,140.5933,15.9327,118569.9489,0.6061,1.3241,0.1278,0.6659,prueba
R1334,2026-06-16,C6,Manana,143,241,168,1702.3440,72.9054,13,11.5788,0,148.2299,145.1087,6.4835,48379.1545,0.4302,-0.2985,1.9330,0.7078,prueba
R1335,2026-06-16,C7,Manana,157,299,216,1716.0140,83.8614,16,22.8411,0,158.3572,152.6147,9.8284,76148.9991,0.9198,-2.0092,-0.8223,-0.1797,prueba
R1336,2026-06-16,C8,Tarde,157,514,175,1218.8272,84.4862,9,20.6891,0,155.8545,158.5417,15.9820,122341.4483,2.0108,-1.0166,-0.9472,1.3759,prueba
R1337,2026-06-17,C1,Manana,132,411,141,835.6689,54.0382,7,17.8801,1,129.7940,133.4524,7.1894,52451.3154,-1.3051,-0.4316,-1.4182,-1.6844,prueba
R1338,2026-06-17,C2,Manana,138,271,135,1598.6137,73.0744,17,14.5032,1,137.3965,141.8471,6.9309,50565.9802,-0.1179,-1.4147,1.1168,-0.3252,prueba
R1339,2026-06-17,C3,Tarde,142,441,158,NA,87.6154,10,29.1266,0,139.7251,155.2234,18.4210,137196.6830,-0.0489,2.4536,0.1444,0.6196,prueba
R1340,2026-06-17,C4,Manana,159,489,193,781.2774,37.9403,13,5.2128,0,156.5983,162.9116,10.3467,77180.7895,0.9639,0.1087,-0.4957,0.2495,prueba
R1341,2026-06-17,C5,Manana,139,286,144,1810.7067,62.6235,10,12.6077,0,137.2849,142.8387,5.2132,41155.4728,0.1924,0.1012,0.3756,-0.1384,prueba
R1342,2026-06-17,C6,Tarde,158,500,172,838.9345,83.2671,8,28.4863,1,158.3369,153.6438,17.6194,128903.1581,0.3618,1.1244,-0.6190,0.9128,prueba
R1343,2026-06-17,C7,Manana,138,242,169,417.0689,40.3929,9,25.5704,0,142.8279,141.2102,10.2050,75039.8869,-0.2638,-0.8840,-0.2018,-0.1037,prueba
R1344,2026-06-17,C8,Tarde,155,490,198,NA,NA,8,10.0689,1,150.9371,156.8542,12.4385,93686.1430,-0.3453,-3.1012,-1.0253,1.0107,prueba
R1345,2026-06-18,C1,Tarde,156,252,166,1244.9280,51.0302,15,24.0588,1,158.2549,148.9091,8.1195,62688.0652,0.0397,0.3935,0.0645,0.1474,prueba
R1346,2026-06-18,C2,Manana,153,470,151,862.4095,52.0272,11,3.9774,0,148.8581,154.0697,6.3441,47843.6696,1.8894,-0.8433,-2.6894,-0.9137,prueba
R1347,2026-06-18,C3,Manana,159,278,186,810.8215,71.4297,7,0.0742,1,161.8784,161.8675,9.9517,75128.9121,0.3559,0.4474,-1.2322,1.1696,prueba
R1348,2026-06-18,C4,Manana,140,346,158,707.2278,73.3214,11,1.1961,0,139.2323,138.1898,9.2848,69420.7751,-1.1802,0.0543,0.2894,-0.2705,prueba
R1349,2026-06-18,C5,Manana,146,485,136,1290.5639,50.2226,15,0.4101,0,146.8020,146.7142,8.8827,65750.9421,-1.5283,-1.1253,2.0051,0.0746,prueba
R1350,2026-06-18,C6,Tarde,147,469,179,462.6182,82.7938,9,23.3784,1,148.6251,154.3678,13.2186,97781.3522,0.0889,0.5812,-0.3064,0.5869,prueba
R1351,2026-06-18,C7,Tarde,151,425,206,1444.1101,51.8631,15,24.2058,1,145.3122,155.2395,9.3611,68703.3181,-1.4120,0.7007,-0.1988,-0.0530,prueba
