registro_id,fecha,centro,turno,pedidos,unidades,lineas,distancia_m,ocupacion_pct,operarios,urgentes_pct,promocion,carga_proxy_1,carga_proxy_2,horas_persona,costo_cierre_clp,ruido_1,ruido_2,ruido_3,ruido_4,rol_particion
R1016,2026-05-07,C8,Tarde,151,474,198,1652.7066,62.8881,16,3.0558,0,155.1676,155.2152,10.0040,74411.1746,-0.8438,-1.3021,-1.4593,-0.4404,validacion
R1017,2026-05-08,C1,Manana,150,373,147,1796.5835,37.2263,11,15.1908,0,151.9803,141.8574,12.9563,97559.2156,-1.1921,-0.4215,1.3062,-2.3161,validacion
R1018,2026-05-08,C2,Manana,157,464,188,1472.4645,45.5071,10,13.6944,1,161.3445,156.2409,11.8574,88823.0442,0.8952,-0.3776,-0.4749,0.4101,validacion
R1019,2026-05-08,C3,Manana,153,454,147,1259.3686,55.4159,12,8.2532,1,151.4676,149.2963,6.5131,46681.6414,0.6137,-1.3248,-0.4892,-0.7981,validacion
R1020,2026-05-08,C4,Tarde,171,444,205,1155.0802,63.8891,14,19.5429,1,172.2372,168.8773,9.6964,71280.5206,-1.0118,-0.2874,-0.5382,-0.4228,validacion
R1021,2026-05-08,C5,Tarde,149,303,159,1154.9741,90.5550,15,29.1121,0,145.4109,156.9360,13.3905,96303.4876,0.4394,0.5772,-0.0256,-0.4900,validacion
R1022,2026-05-08,C6,Tarde,143,429,177,1419.2794,77.7122,15,25.8982,1,143.9915,145.3101,9.7309,70972.2660,0.4405,-1.1118,-1.0996,-0.6883,validacion
R1023,2026-05-08,C7,Tarde,143,256,196,2047.4552,41.8081,15,2.0077,1,139.3421,144.2077,9.4877,71262.8171,0.0822,-0.1268,0.5746,0.3345,validacion
R1024,2026-05-08,C8,Manana,146,392,200,1533.4193,89.7278,7,0.4309,1,144.6923,137.4387,16.1755,121782.1515,-1.0856,-0.2249,1.5994,0.4653,validacion
R1025,2026-05-09,C1,Manana,142,424,185,980.8933,NA,12,26.6772,0,135.1646,136.7214,11.6323,88820.3061,0.5745,-0.8285,-0.2621,-1.7399,validacion
R1026,2026-05-09,C2,Tarde,172,499,158,1535.7715,58.3155,17,25.4630,1,175.5025,162.8448,10.6285,79138.0852,1.4893,-0.4463,0.6853,-0.8655,validacion
R1027,2026-05-09,C3,Tarde,177,396,240,428.0082,48.0901,12,22.9323,1,174.9751,185.3781,13.3782,99715.2232,1.1013,0.1364,-0.1093,1.0152,validacion
R1028,2026-05-09,C4,Tarde,122,251,140,922.4070,41.3254,16,6.4946,0,120.8694,126.8223,7.7546,56798.3348,0.2174,-1.1247,1.6929,0.7762,validacion
R1029,2026-05-09,C5,Tarde,147,443,168,1790.5498,50.1262,16,3.8914,1,145.9857,135.1402,11.2242,84160.2503,-0.7250,2.8478,-2.2647,-1.0045,validacion
R1030,2026-05-09,C6,Tarde,136,421,125,1911.8475,60.5394,16,7.6634,1,136.2603,146.5863,6.3083,44613.1527,0.5655,0.9455,1.6922,0.0902,validacion
R1031,2026-05-09,C7,Manana,163,283,160,1272.2841,49.7158,13,14.6376,1,166.8950,171.7911,8.5462,64646.0056,-0.3743,-0.1477,2.9219,-0.5830,validacion
R1032,2026-05-09,C8,Tarde,134,387,157,677.5163,60.9074,15,16.1089,0,138.2556,137.1907,6.5699,46497.0749,-0.4427,0.4543,0.4213,-1.6953,validacion
R1033,2026-05-10,C1,Tarde,162,466,167,1353.5149,84.9378,7,19.1437,0,163.4818,163.8688,17.5497,130239.8472,-0.5241,-0.1836,0.4049,0.4556,validacion
R1034,2026-05-10,C2,Tarde,155,382,210,1263.7704,44.8315,7,25.9677,1,153.4454,154.4639,10.2199,78183.9791,-1.1763,1.9981,0.5675,-0.5750,validacion
R1035,2026-05-10,C3,Manana,156,375,188,1245.9945,54.2460,15,13.2886,0,158.1918,151.8402,7.1623,53108.3767,1.1981,-0.9972,-1.4524,-0.1251,validacion
R1036,2026-05-10,C4,Tarde,150,400,181,1675.5734,55.5136,15,13.2355,0,148.1459,155.8514,7.8354,59534.2798,0.9330,-0.6022,0.7640,-0.1002,validacion
R1037,2026-05-10,C5,Manana,158,356,149,935.4035,80.0772,17,0.9612,1,164.1632,151.4938,7.2941,54610.0666,0.0410,-1.3500,-0.3066,-1.0334,validacion
R1038,2026-05-10,C6,Tarde,156,272,209,1849.6203,71.6847,11,11.6597,1,157.7389,149.4633,8.6430,63126.1057,-0.4662,1.3382,0.7033,0.3708,validacion
R1039,2026-05-10,C7,Manana,137,418,172,2123.9857,45.8185,8,7.4926,1,138.3380,146.8281,8.9502,68363.1610,-1.8336,0.9774,0.3967,-0.7693,validacion
R1040,2026-05-10,C8,Manana,142,400,193,1198.0970,73.6127,10,22.7542,1,142.7604,133.0765,7.8738,60123.7819,0.6963,0.6394,-0.9523,-0.4024,validacion
R1041,2026-05-11,C1,Manana,157,472,171,NA,35.9645,8,5.1290,1,156.9983,148.8697,14.9712,112292.8203,1.9065,-0.9007,1.4553,0.3953,validacion
R1042,2026-05-11,C2,Tarde,141,423,153,1075.2249,47.3252,11,1.7558,0,136.6883,142.3103,12.2352,95036.8634,-0.5182,-2.5582,1.2299,0.1943,validacion
R1043,2026-05-11,C3,Tarde,142,243,140,736.1043,91.3386,8,3.1129,0,140.4347,130.6417,16.0599,120644.5562,-0.4823,1.5767,-2.3255,-0.9738,validacion
R1044,2026-05-11,C4,Tarde,162,459,153,1685.7608,84.3932,8,21.5778,1,159.8695,168.5688,16.8461,125599.4707,-0.3670,-0.5717,0.4808,-0.9784,validacion
R1045,2026-05-11,C5,Manana,150,406,157,1984.4308,49.5047,13,1.5148,0,151.8010,147.7531,6.0532,45564.2625,-0.5637,0.2537,-0.7377,-0.5546,validacion
R1046,2026-05-11,C6,Tarde,151,478,156,1419.1359,54.8427,17,4.0079,0,149.6018,156.5882,6.7025,49219.2913,0.1689,1.1684,-0.2000,-1.8353,validacion
R1047,2026-05-11,C7,Tarde,149,458,184,1768.7146,47.7011,12,2.9040,1,150.1476,148.7665,9.6064,72477.4831,-0.0254,1.3517,-1.2108,0.6830,validacion
R1048,2026-05-11,C8,Tarde,157,531,176,945.8411,43.4480,14,9.0102,0,156.1637,151.8743,11.4420,85719.1664,-1.1384,-0.7000,-0.3137,1.0411,validacion
R1049,2026-05-12,C1,Tarde,144,248,200,1383.6881,80.5576,13,23.1483,0,145.9909,145.1120,10.7951,81124.3666,0.4558,-0.0792,-0.2186,-0.5756,validacion
R1050,2026-05-12,C2,Tarde,160,523,183,1099.3213,NA,17,13.0903,0,161.3788,156.6753,7.8465,59053.2753,-0.7052,-3.0179,-0.0838,-1.5398,validacion
R1051,2026-05-12,C3,Tarde,159,362,147,532.8763,53.6790,17,24.5899,0,161.6941,159.7043,7.4642,53182.5439,2.1996,-0.5043,-1.4618,-0.2652,validacion
R1052,2026-05-12,C4,Tarde,137,448,173,1035.4169,72.1201,14,5.8300,1,144.8917,134.5473,11.8779,90815.1585,-0.0440,-0.7822,0.8420,-0.2218,validacion
R1053,2026-05-12,C5,Manana,159,257,152,886.0702,81.1353,11,4.3168,0,158.8017,148.1845,10.5821,79644.7099,1.6853,0.2142,-1.7194,-0.2086,validacion
R1054,2026-05-12,C6,Tarde,143,389,156,1293.4615,35.9812,9,4.5362,1,145.8350,140.2941,14.8310,109800.9392,-1.0268,0.5530,1.0790,-1.7294,validacion
R1055,2026-05-12,C7,Tarde,127,405,138,1412.0639,37.1708,13,24.9841,0,127.4871,128.2282,11.2869,83461.7732,-2.0001,0.7086,-1.1923,-1.5703,validacion
R1056,2026-05-12,C8,Manana,156,524,196,1896.3700,53.0564,17,6.8430,0,159.2171,164.7428,6.7041,50827.2401,-0.4647,1.3455,0.4010,0.9654,validacion
R1057,2026-05-13,C1,Manana,139,258,128,1869.4012,54.8163,16,2.2670,1,136.5434,138.0750,5.8634,43145.3647,-0.3517,0.0342,0.8869,0.5289,validacion
R1058,2026-05-13,C2,Manana,150,374,135,2183.0450,44.8725,15,22.4993,0,148.4980,152.1068,9.1983,69099.5200,-0.3643,0.3222,-1.6353,0.4176,validacion
R1059,2026-05-13,C3,Tarde,144,477,196,1418.5677,51.5785,13,14.5327,1,141.3621,146.8243,6.8861,53054.8562,-0.1520,-1.1429,-0.7515,0.9103,validacion
R1060,2026-05-13,C4,Manana,128,228,124,1294.9015,85.0559,9,14.2989,0,127.4291,133.0005,12.8273,97215.5533,0.1544,0.5467,-1.9623,0.9287,validacion
R1061,2026-05-13,C5,Manana,141,487,178,887.3660,38.2749,17,7.8122,1,138.8053,131.5834,12.2497,91693.7450,0.7336,-0.0109,-0.9496,-1.3647,validacion
R1062,2026-05-13,C6,Tarde,133,384,173,NA,78.4054,12,22.2005,0,134.0943,136.3563,11.8727,89503.5941,0.2703,-0.2308,0.3112,0.4453,validacion
R1063,2026-05-13,C7,Manana,168,557,222,985.5724,83.2523,12,0.1394,1,168.4151,163.3990,14.4458,108456.5784,0.1694,0.3560,0.6613,-0.7865,validacion
R1064,2026-05-13,C8,Tarde,162,257,147,1784.1400,74.7939,16,19.1892,1,161.3130,151.4201,10.7910,78396.8683,0.9823,0.2689,1.2178,-0.5548,validacion
R1065,2026-05-14,C1,Manana,148,350,153,764.0272,38.0676,7,15.3699,0,143.2914,142.5303,13.9233,107000.2859,-0.3756,-0.7261,-0.7781,0.3958,validacion
R1066,2026-05-14,C2,Manana,166,553,200,1947.6451,50.6495,16,26.3957,0,172.7988,170.1433,6.6902,50220.9087,1.8026,1.6014,0.6223,-0.6152,validacion
R1067,2026-05-14,C3,Tarde,148,499,202,712.1965,76.3351,7,25.0026,0,149.4132,154.5131,12.2263,92951.1731,-0.3987,0.0345,-0.9018,0.2190,validacion
R1068,2026-05-14,C4,Manana,154,293,147,431.5340,62.3769,10,11.2575,0,151.7482,151.7249,6.0109,44078.5632,-0.0483,-0.3640,0.9887,0.9303,validacion
R1069,2026-05-14,C5,Manana,146,349,133,NA,90.2827,13,15.7419,0,144.1799,154.9726,16.3651,123684.3705,0.2582,0.3100,1.2747,0.2287,validacion
R1070,2026-05-14,C6,Manana,125,399,163,NA,85.5456,8,28.3131,1,126.5054,129.1979,13.7269,104427.8754,0.6995,0.5653,1.1925,0.8813,validacion
R1071,2026-05-14,C7,Tarde,150,452,139,1147.1271,89.9516,13,28.9365,1,146.8929,145.9172,15.8436,120365.4491,0.1021,-1.4082,1.5119,0.1278,validacion
R1072,2026-05-14,C8,Tarde,155,244,140,456.8398,56.7349,8,5.7765,0,153.1477,156.1896,9.9718,74508.0244,0.3456,-1.0646,1.8654,-0.2922,validacion
R1073,2026-05-15,C1,Tarde,154,329,210,1621.4817,68.4693,10,2.2586,0,154.9501,149.5513,7.9854,63501.7510,-1.5683,0.0691,-0.3503,-0.3660,validacion
R1074,2026-05-15,C2,Manana,171,559,168,449.1972,79.3963,14,29.3457,0,171.5400,168.9783,13.9982,107175.0517,-1.3904,0.9977,0.6039,-0.0931,validacion
R1075,2026-05-15,C3,Tarde,161,414,185,1218.1262,60.8968,12,10.0619,1,162.4193,160.9052,9.2265,66779.3613,1.9685,0.7166,-1.3535,0.2348,validacion
R1076,2026-05-15,C4,Manana,176,488,243,1997.4018,85.0622,13,7.3732,0,173.2669,166.1950,17.5542,130993.2206,-1.2626,0.6143,0.3463,-0.0308,validacion
R1077,2026-05-15,C5,Tarde,145,370,158,1061.8617,35.5118,8,2.4536,1,146.6241,142.5553,17.4249,129903.7377,0.3100,-0.8852,2.4152,-1.3967,validacion
R1078,2026-05-15,C6,Manana,157,457,208,449.2288,67.4064,13,17.1567,1,151.7754,151.0975,5.2914,44195.7629,0.2076,0.9968,1.4165,-0.5548,validacion
R1079,2026-05-15,C7,Manana,153,309,188,773.7291,79.0118,9,28.6437,1,156.0965,155.1317,12.2084,90742.8907,-1.4441,-0.3924,-0.2601,0.5771,validacion
R1080,2026-05-15,C8,Manana,158,342,180,1614.2714,55.6899,11,4.4131,1,152.9765,155.5630,9.5650,72037.0595,-0.1680,0.2651,-0.5634,-1.9084,validacion
R1081,2026-05-16,C1,Manana,146,331,136,1275.8563,49.3401,9,0.1444,1,144.0737,150.0154,6.4494,48159.1987,1.3297,0.5218,-0.6844,0.1190,validacion
R1082,2026-05-16,C2,Manana,144,429,171,1942.6164,75.7901,11,29.8888,1,148.0449,149.1801,7.5328,56287.4032,-1.7228,0.0743,-0.4556,1.3906,validacion
R1083,2026-05-16,C3,Tarde,150,513,188,1363.7746,67.5893,17,0.0706,0,151.3474,144.7702,8.7741,67136.6955,-0.5933,0.2927,-0.5782,-0.0754,validacion
R1084,2026-05-16,C4,Tarde,151,239,199,1948.3130,85.6350,14,11.2061,1,152.7124,155.0415,12.4817,96510.6462,-0.0731,-1.0466,-0.6653,-0.9829,validacion
R1085,2026-05-16,C5,Tarde,163,450,184,1525.8435,41.7169,8,29.6180,1,161.5375,170.8569,18.8353,142279.8389,0.0723,-2.3192,1.8732,-0.6406,validacion
R1086,2026-05-16,C6,Tarde,150,520,136,806.7575,44.2386,16,10.5827,0,151.2906,155.7911,11.5088,84845.7155,0.2068,0.8791,-1.6606,0.1879,validacion
R1087,2026-05-16,C7,Manana,154,345,173,465.9378,75.5321,9,20.4211,1,157.9951,157.7746,10.2597,76875.8422,0.4920,0.8903,1.6557,0.8987,validacion
R1088,2026-05-16,C8,Tarde,162,448,146,1420.5483,86.0289,10,25.4212,1,163.1355,153.0225,14.8276,110131.2310,0.7406,0.5831,0.9923,0.7738,validacion
R1089,2026-05-17,C1,Tarde,174,301,233,1517.4525,53.3836,8,20.3716,1,169.6441,169.3877,13.1599,96968.5967,-0.4561,0.6405,-0.5205,-2.1438,validacion
R1090,2026-05-17,C2,Manana,155,507,196,1464.5014,37.8983,11,6.5392,0,156.9484,152.8002,12.9548,97685.8171,-0.5014,-0.0367,0.8965,-0.1870,validacion
R1091,2026-05-17,C3,Manana,164,382,183,2074.2812,65.5405,12,7.0251,1,167.4947,171.8063,7.9226,60473.7834,0.3924,1.0149,1.1112,0.1903,validacion
R1092,2026-05-17,C4,Tarde,154,233,215,2100.3358,57.4398,15,16.3939,1,158.0347,153.6386,5.4266,40264.5919,0.6644,0.6181,-1.0937,1.2815,validacion
R1093,2026-05-17,C5,Tarde,139,364,150,991.8498,62.1146,15,29.2169,0,141.2241,133.4173,7.4805,56176.8516,0.0836,-0.5045,0.3896,0.5724,validacion
R1094,2026-05-17,C6,Manana,137,424,163,619.2146,84.8660,10,2.2694,1,138.4461,139.9523,13.4791,100031.8526,-1.3404,0.9332,-0.1573,0.5471,validacion
R1095,2026-05-17,C7,Manana,135,215,176,1349.0412,70.4407,11,2.2308,1,128.0014,135.0730,5.0348,38839.6966,-0.6484,0.9586,-0.6091,0.7524,validacion
R1096,2026-05-17,C8,Manana,150,261,145,633.9219,53.7830,9,9.0294,1,149.5165,149.7257,4.0099,31663.7536,-0.8374,0.3881,-0.5082,0.3624,validacion
R1097,2026-05-18,C1,Manana,163,451,203,1070.1982,43.2679,10,12.6705,1,166.0421,165.1918,9.2523,70063.2666,-0.1900,0.3019,0.2567,1.1034,validacion
R1098,2026-05-18,C2,Tarde,149,477,172,1535.0254,35.9069,8,20.6279,0,148.5883,131.7620,15.0855,114375.1169,0.8819,0.6919,0.2242,0.5680,validacion
R1099,2026-05-18,C3,Manana,155,336,173,2030.0745,61.7593,9,11.2112,0,154.1899,151.1454,9.4786,70296.8408,0.6856,-0.2168,-0.6580,0.2343,validacion
R1100,2026-05-18,C4,Manana,146,268,190,611.0738,70.0993,12,8.7982,0,147.1669,141.3842,3.1396,21613.8704,0.8409,0.1951,1.3669,0.2774,validacion
R1101,2026-05-18,C5,Manana,126,223,145,1273.7045,71.5268,7,5.6348,0,125.2013,124.9038,11.7668,88335.7668,0.4262,-1.2827,1.2410,0.3625,validacion
R1102,2026-05-18,C6,Manana,142,265,177,1120.4897,NA,16,20.7700,1,143.1946,133.6693,11.2462,85567.7586,-0.3970,-0.6207,-0.4032,-0.0464,validacion
R1103,2026-05-18,C7,Manana,161,396,177,1871.2508,47.1054,8,1.6760,1,165.1209,161.0343,10.5448,76897.7317,1.0361,0.6955,0.0122,-2.4889,validacion
R1104,2026-05-18,C8,Manana,143,223,178,899.3898,76.5444,11,15.9962,1,146.6850,148.0528,6.2510,45958.5283,2.4810,0.3351,-0.8723,-1.0395,validacion
R1105,2026-05-19,C1,Manana,157,286,151,876.4981,66.0571,17,3.6979,0,160.5500,153.9057,5.9729,43894.4682,0.7260,-0.7280,0.3663,-0.0180,validacion
R1106,2026-05-19,C2,Manana,148,403,199,912.9731,42.8184,11,2.2310,1,144.3752,153.6709,8.7032,68271.8857,-0.6980,-0.6631,-2.0586,0.3979,validacion
R1107,2026-05-19,C3,Tarde,162,552,192,1451.3412,68.5817,17,7.0370,0,164.0199,154.2814,8.7736,65688.4183,0.1962,-0.2393,1.0892,1.3462,validacion
R1108,2026-05-19,C4,Manana,167,424,172,1981.9035,56.1864,15,0.6847,1,164.7758,166.0334,6.9971,50845.9058,0.6704,0.2538,0.3355,-0.4653,validacion
R1109,2026-05-19,C5,Tarde,145,301,149,1433.5794,52.3061,7,12.7008,1,146.7518,141.4493,11.3874,85813.6380,1.2086,2.0122,-0.0997,1.3442,validacion
R1110,2026-05-19,C6,Manana,150,406,194,1652.9749,69.3322,10,24.0969,1,147.8644,147.2046,10.0623,76668.1830,0.0016,-0.4559,-0.3800,-0.1307,validacion
R1111,2026-05-19,C7,Manana,157,449,166,423.6770,54.9218,17,3.7965,1,159.5860,159.2332,8.6380,64005.8547,-1.3669,0.7185,-0.3104,0.2282,validacion
