registro_id,fecha,centro,turno,pedidos,unidades,lineas,distancia_m,ocupacion_pct,operarios,urgentes_pct,promocion,carga_proxy_1,carga_proxy_2,horas_persona,costo_cierre_clp,ruido_1,ruido_2,ruido_3,ruido_4,rol_particion
R0042,2026-01-06,C2,Manana,163,375,167,1194.9057,36.0274,13,26.7423,0,162.2432,158.7522,12.3767,92168.8346,-0.7369,0.4040,-0.0876,-2.9919,entrenamiento
R0043,2026-01-06,C3,Manana,150,442,147,2064.4633,87.7713,8,15.1538,0,148.2044,151.0943,19.2955,144338.6334,-1.8915,2.2389,0.6063,-0.2662,entrenamiento
R0044,2026-01-06,C4,Manana,146,469,181,2116.2180,67.8483,8,18.2079,1,147.9236,147.6508,11.7655,84604.0764,1.1370,-0.0745,1.1963,-1.0146,entrenamiento
R0045,2026-01-06,C5,Manana,158,399,189,874.3141,47.9343,15,5.0479,0,154.3556,162.3832,7.4720,58559.7140,1.3114,0.6563,-1.0252,-0.7319,entrenamiento
R0046,2026-01-06,C6,Tarde,162,547,161,1157.9766,58.4133,16,7.1477,0,160.6015,157.3211,11.7734,88280.8314,-0.4535,1.3492,-0.7337,-0.0281,entrenamiento
R0047,2026-01-06,C7,Manana,151,467,195,2132.9550,48.7332,17,12.8717,1,152.0288,157.9706,6.6781,49426.0155,2.0593,-0.5113,1.6521,-0.1153,entrenamiento
R0048,2026-01-06,C8,Tarde,125,375,122,567.6786,65.7425,13,25.3368,0,126.7673,117.5838,7.8394,56061.9718,0.1316,-0.9260,-0.0154,-0.3522,entrenamiento
R0049,2026-01-07,C1,Tarde,156,305,204,1800.2298,43.0264,10,23.8843,0,153.0788,155.2455,14.2034,107669.6953,0.1126,-0.0649,-0.5615,-0.0251,entrenamiento
R0050,2026-01-07,C2,Manana,167,446,225,1131.5489,40.6559,10,8.5525,0,163.8999,166.7156,10.4573,79170.6554,0.1052,0.4408,0.7531,1.3493,entrenamiento
R0051,2026-01-07,C3,Tarde,160,264,182,960.1833,60.8400,10,21.9421,0,162.3560,157.1824,7.7337,56291.6908,1.4403,-0.5003,1.4312,0.8237,entrenamiento
R0052,2026-01-07,C4,Tarde,149,251,140,901.1950,77.7163,8,8.8692,1,148.5948,144.4960,10.9764,81264.7263,0.9934,1.8329,-0.6363,0.1435,entrenamiento
R0053,2026-01-07,C5,Manana,164,376,194,1700.6407,55.4813,11,24.3843,0,162.6281,165.0503,7.8177,60348.2835,-0.2248,-1.0021,0.5207,0.7500,entrenamiento
R0054,2026-01-07,C6,Manana,158,289,178,1470.1937,77.7622,14,14.6452,1,152.7040,159.8681,6.5768,51559.7354,-0.9382,-0.4480,1.1752,-0.8724,entrenamiento
R0055,2026-01-07,C7,Manana,165,457,195,1356.0013,85.0082,15,22.3295,1,166.7576,163.5800,12.5345,95271.9947,0.2593,0.2735,2.8689,1.0040,entrenamiento
R0056,2026-01-07,C8,Tarde,144,490,181,1247.7892,37.2781,14,18.1646,0,140.4231,138.4295,10.3003,77103.5170,0.0906,-0.7611,-0.4371,-1.0421,entrenamiento
R0057,2026-01-08,C1,Tarde,162,399,190,1508.7164,58.7290,16,16.9587,1,161.9081,165.4150,6.5403,49788.8566,-1.1381,-1.0388,-0.4472,1.2054,entrenamiento
R0058,2026-01-08,C2,Tarde,144,226,178,1324.9840,66.8226,14,17.8036,1,144.1047,141.1472,7.9176,60133.9396,0.3595,-0.8290,0.0424,-0.5069,entrenamiento
R0059,2026-01-08,C3,Tarde,151,402,159,564.4950,91.9788,11,17.4955,1,147.8012,158.0649,15.5734,115983.6055,0.2662,-1.0962,-0.8207,-0.4059,entrenamiento
R0060,2026-01-08,C4,Manana,167,427,177,2111.9302,91.5594,10,12.5811,0,159.5449,155.6669,20.1449,150933.2293,2.0110,1.0330,-1.2729,-0.0280,entrenamiento
R0061,2026-01-08,C5,Tarde,141,269,134,1637.6792,68.6548,7,2.6937,0,134.8575,138.3795,8.5606,62025.8192,1.2568,-1.8097,1.3567,-1.3855,entrenamiento
R0062,2026-01-08,C6,Tarde,140,285,178,1009.4621,80.5995,11,13.9402,1,143.0924,127.1437,10.0426,76098.2476,-2.2800,-0.0318,-1.9506,1.0849,entrenamiento
R0063,2026-01-08,C7,Tarde,160,536,210,2111.6724,66.5603,9,0.2931,0,162.7946,161.8203,11.8138,87766.8239,-0.9205,0.5897,-0.7477,-0.4299,entrenamiento
R0064,2026-01-08,C8,Manana,161,325,154,1779.4919,36.9434,17,8.1654,1,162.9159,158.2328,13.8806,102962.3125,-0.7793,0.3364,0.0543,-0.5234,entrenamiento
R0065,2026-01-09,C1,Tarde,153,450,192,439.3722,56.0842,10,10.6369,0,151.6854,157.8352,6.5480,50230.7477,0.2116,-0.0311,-0.3907,-0.0090,entrenamiento
R0066,2026-01-09,C2,Tarde,152,444,197,554.9416,83.5879,12,4.3897,0,150.9118,154.5052,10.5996,77087.9021,0.2721,0.1340,-0.8702,-0.3754,entrenamiento
R0067,2026-01-09,C3,Tarde,146,228,197,NA,62.7691,7,26.0247,0,148.0241,143.2652,10.8988,83026.5087,-1.3682,-0.3325,-0.7023,1.0606,entrenamiento
R0068,2026-01-09,C4,Tarde,174,502,238,1036.4933,90.0438,9,1.6767,1,175.7023,167.9422,22.0689,164389.9626,-1.3414,-2.1408,-0.7221,0.7304,entrenamiento
R0069,2026-01-09,C5,Tarde,136,302,136,422.8440,80.1112,10,3.3514,1,134.0100,128.8063,10.4066,77937.0870,1.2584,1.0707,-0.1405,-0.1164,entrenamiento
R0070,2026-01-09,C6,Manana,155,408,144,1801.7559,49.8974,17,11.1493,1,157.3518,151.9254,7.3051,57028.8857,-0.9405,1.4463,-0.7888,0.5383,entrenamiento
R0071,2026-01-09,C7,Tarde,159,264,156,664.5498,63.8285,15,19.1376,0,163.4484,153.9144,4.8295,38671.5215,-1.0303,-0.9502,0.0059,0.3028,entrenamiento
R0072,2026-01-09,C8,Tarde,150,308,190,1569.8510,75.7758,12,12.0801,1,149.9241,143.6987,5.9637,44890.8535,1.0723,0.6075,0.1554,0.6447,entrenamiento
R0073,2026-01-10,C1,Manana,140,419,141,1355.5965,55.8565,9,17.5249,1,138.9591,138.4997,8.5949,66965.8691,1.4603,-0.3824,1.0321,1.0399,entrenamiento
R0074,2026-01-10,C2,Manana,124,383,153,623.3995,50.8111,14,27.0929,1,127.6128,131.8667,6.5116,48630.5939,-0.7716,0.7877,0.1430,-0.4635,entrenamiento
R0075,2026-01-10,C3,Tarde,164,419,167,1513.2290,NA,9,13.2711,1,166.3531,163.9313,13.0794,98390.3287,0.0156,-0.8796,0.0344,-1.6661,entrenamiento
R0076,2026-01-10,C4,Manana,146,477,191,1905.8326,91.1258,11,20.8059,1,149.8980,138.7262,17.6582,132991.7715,0.6267,2.1902,-0.8602,0.4370,entrenamiento
R0077,2026-01-10,C5,Tarde,115,383,118,690.9678,67.4942,13,16.4468,1,114.7358,126.0040,4.7903,37412.7723,0.1194,0.6261,0.1826,-2.3224,entrenamiento
R0078,2026-01-10,C6,Tarde,152,475,196,2099.9762,70.7894,7,4.4005,1,155.6670,147.3782,11.1986,84892.7332,-1.6666,0.6486,-0.0080,-2.2070,entrenamiento
R0079,2026-01-10,C7,Manana,163,457,147,1615.2709,90.6016,16,19.2533,1,161.8541,162.0480,16.4755,123448.8653,-2.2235,1.3604,0.1628,-0.0128,entrenamiento
R0080,2026-01-10,C8,Tarde,153,368,163,1852.9908,85.7243,14,0.7007,0,148.7631,147.4044,14.4775,106480.0046,-0.5879,0.6526,-0.0041,1.0723,entrenamiento
R0081,2026-01-11,C1,Tarde,159,313,197,1453.9122,86.9380,16,8.1544,1,156.5619,154.5081,14.9174,112506.3224,-0.7992,0.0995,0.1527,0.1938,entrenamiento
R0082,2026-01-11,C2,Tarde,162,386,216,966.0081,NA,13,26.0447,1,160.6450,160.7415,5.7932,44056.0550,-1.4727,0.4101,-0.2768,0.2400,entrenamiento
R0083,2026-01-11,C3,Tarde,149,236,163,NA,45.1032,12,2.5057,0,148.5506,150.7744,9.3792,70274.1027,2.2574,1.9129,1.2845,0.5829,entrenamiento
R0084,2026-01-11,C4,Tarde,158,389,159,1707.0041,58.0253,9,3.3763,1,155.9028,163.9475,9.3167,70829.6360,0.3698,-0.0190,0.7413,0.1513,entrenamiento
R0085,2026-01-11,C5,Tarde,150,305,194,740.1143,68.6058,8,10.7555,1,152.4488,152.4434,11.9769,90707.3195,-0.0393,-0.0595,0.6122,-0.5871,entrenamiento
R0086,2026-01-11,C6,Manana,157,413,160,1955.1034,78.2667,13,4.3215,0,157.4769,146.6314,11.4437,85349.9054,1.2155,-0.0649,-0.2991,0.9240,entrenamiento
R0087,2026-01-11,C7,Tarde,146,254,192,1883.4061,61.9074,11,14.7235,1,149.9541,146.5777,6.8141,50715.5962,2.1445,-1.8454,-0.8497,-2.7573,entrenamiento
R0088,2026-01-11,C8,Tarde,135,371,157,735.3838,38.8471,17,12.1249,1,131.2215,134.0405,10.6903,80532.5301,-0.5614,1.2922,0.6151,-0.5445,entrenamiento
R0089,2026-01-12,C1,Manana,159,311,160,952.7321,36.4538,9,25.2307,0,160.2007,160.8260,15.4417,117663.5086,-0.1128,-0.6065,-0.9747,0.2051,entrenamiento
R0090,2026-01-12,C2,Manana,159,474,214,NA,36.4137,17,2.8742,1,159.0382,155.0711,14.3796,108439.1419,-0.1396,-1.2193,-0.4849,-1.0212,entrenamiento
R0091,2026-01-12,C3,Tarde,151,250,174,1046.9047,57.4595,17,9.5668,0,148.3711,156.8056,5.4845,38721.1117,1.1649,-0.7168,-0.8539,-0.9052,entrenamiento
R0092,2026-01-12,C4,Manana,133,424,151,805.9577,80.2439,10,11.7980,1,135.1933,130.2086,9.9431,78489.8715,0.2166,1.0440,-1.6090,1.0940,entrenamiento
R0093,2026-01-12,C5,Manana,156,257,146,1227.5128,72.1312,10,14.1695,1,159.9737,151.5174,8.3824,62943.6842,1.0168,-0.4297,0.9064,-0.1552,entrenamiento
R0094,2026-01-12,C6,Manana,163,527,171,2079.2120,56.7984,11,19.6106,1,165.5433,162.1709,9.6973,69121.8590,-0.9947,1.9050,-0.1087,0.2956,entrenamiento
R0095,2026-01-12,C7,Manana,141,240,146,1923.4834,47.9465,11,7.8290,0,139.2942,141.3910,7.4022,56103.4833,1.0482,-0.0603,0.0358,0.3955,entrenamiento
R0096,2026-01-12,C8,Tarde,128,327,126,NA,50.8684,8,1.6924,1,117.9277,127.1285,9.2515,67898.8292,-0.8832,0.5980,0.4805,1.1766,entrenamiento
R0097,2026-01-13,C1,Manana,150,379,173,924.5225,38.6440,17,26.7052,0,149.9346,147.7104,9.1005,68330.0253,-0.0074,-0.3164,-0.8366,0.9884,entrenamiento
R0098,2026-01-13,C2,Tarde,166,456,185,1152.6398,62.3132,10,24.3572,1,164.6804,168.4493,9.0218,71939.2936,0.0534,0.6296,0.0536,0.0429,entrenamiento
R0099,2026-01-13,C3,Manana,152,410,187,800.2143,61.8676,13,15.4913,1,157.3076,154.3329,2.1967,15074.3163,0.9677,-0.9307,-0.1039,0.8803,entrenamiento
R0100,2026-01-13,C4,Manana,160,518,167,506.9935,56.4690,16,20.7103,0,164.6622,151.8849,6.2714,47417.8251,0.4294,0.2685,-0.6401,0.1440,entrenamiento
R0101,2026-01-13,C5,Manana,136,342,165,1816.4363,58.3971,7,1.8136,1,133.1546,128.3499,6.8593,52863.7160,0.1222,0.6157,-1.1833,-1.5761,entrenamiento
R0102,2026-01-13,C6,Tarde,151,481,159,1170.2728,61.6045,11,0.8211,1,153.2379,146.4528,7.0114,53834.3994,-0.1182,0.9094,-0.3848,0.9402,entrenamiento
R0103,2026-01-13,C7,Tarde,134,252,175,1299.0872,35.4800,14,9.6550,1,130.7929,131.9275,13.1281,99093.4363,-0.8908,-0.2584,0.1682,-2.0460,entrenamiento
R0104,2026-01-13,C8,Tarde,164,337,183,702.7260,72.7202,7,5.7664,0,162.1204,175.2163,13.3693,101199.6763,-3.4884,-0.7326,-0.3819,0.7046,entrenamiento
R0105,2026-01-14,C1,Tarde,159,248,147,428.6882,41.3201,12,9.0793,1,161.6321,161.4052,9.3269,71991.7503,0.5517,0.0209,0.3628,1.4665,entrenamiento
R0106,2026-01-14,C2,Tarde,164,546,174,1403.9588,72.3539,8,11.5448,1,167.9406,170.3574,12.6652,94917.4877,0.6241,-0.6520,-0.2773,1.2166,entrenamiento
R0107,2026-01-14,C3,Manana,140,436,151,1816.1859,35.5991,10,14.0383,0,135.3308,135.3006,15.2121,113690.0716,-0.1303,1.6819,-0.2522,0.6556,entrenamiento
R0108,2026-01-14,C4,Tarde,150,369,155,757.9888,80.3245,16,16.9886,0,147.7061,148.7936,9.1412,68948.4977,-0.4065,1.6874,0.4874,-1.3768,entrenamiento
R0109,2026-01-14,C5,Manana,162,527,176,1706.7461,87.3092,14,3.7494,0,162.8881,153.6066,14.7128,110711.9773,1.8734,-1.7901,-0.0744,0.1489,entrenamiento
R0110,2026-01-14,C6,Manana,162,542,204,2145.2806,61.7409,15,15.2274,1,165.4790,154.5420,8.1603,60770.5573,0.2010,0.2496,-0.3194,-1.3895,entrenamiento
R0111,2026-01-14,C7,Manana,142,296,194,938.3322,75.5511,14,6.7322,1,140.5057,132.4408,7.2900,52954.1577,1.6802,-2.2694,-0.2953,1.2323,entrenamiento
R0112,2026-01-14,C8,Manana,177,588,243,2031.7579,88.9583,13,15.7840,0,173.4318,170.3840,17.2862,130089.8020,0.1134,0.0804,-0.4794,-0.1582,entrenamiento
R0113,2026-01-15,C1,Manana,131,230,180,1481.4613,83.0157,12,6.3632,0,125.3459,129.5684,8.1014,58418.8565,0.8392,-2.0236,1.1934,0.8241,entrenamiento
R0114,2026-01-15,C2,Tarde,158,276,155,1694.7520,78.6762,7,12.2008,0,162.3017,161.2098,14.1443,104912.8648,-1.3383,0.5820,0.6819,2.3908,entrenamiento
R0115,2026-01-15,C3,Manana,137,284,165,2158.4564,56.8593,9,27.1788,0,136.7947,144.4656,6.6279,48930.1934,-1.4571,1.3272,-1.4288,-0.8690,entrenamiento
R0116,2026-01-15,C4,Manana,148,390,179,1686.2196,78.5289,10,13.4440,0,145.2439,149.6080,10.7621,80564.3785,-1.3782,0.4923,1.4523,0.6181,entrenamiento
R0117,2026-01-15,C5,Tarde,174,398,174,2127.1650,69.3269,17,0.6262,1,174.9876,172.6788,10.2230,77174.2455,-0.8754,-1.5675,0.1996,0.1660,entrenamiento
R0118,2026-01-15,C6,Manana,147,356,188,1567.0019,78.1260,11,29.4091,0,141.2883,155.3675,10.4466,79545.8410,1.1835,-0.8715,-0.8058,-0.1355,entrenamiento
R0119,2026-01-15,C7,Manana,146,469,155,1094.8512,79.0953,8,23.5092,0,152.6376,153.6817,11.5694,86533.6235,0.8701,-0.9015,-0.0399,0.1994,entrenamiento
R0120,2026-01-15,C8,Tarde,145,482,190,619.5787,58.9861,10,29.2253,1,150.4247,149.9568,6.7811,52105.1429,0.4295,1.7262,-0.4377,-0.1176,entrenamiento
R0121,2026-01-16,C1,Manana,166,462,151,899.6097,56.5791,15,29.1692,0,169.1805,164.0138,6.4695,48536.0176,0.8364,0.9437,0.7110,-1.4851,entrenamiento
R0122,2026-01-16,C2,Tarde,158,474,145,497.1565,72.9617,12,8.4151,1,151.4540,155.1771,10.0044,72954.1523,-0.4598,-0.9891,-0.7001,0.6749,entrenamiento
R0123,2026-01-16,C3,Tarde,145,241,133,925.3215,62.7628,17,19.4280,0,143.9467,150.0124,5.6995,43135.6289,-0.4188,2.0602,0.1149,0.6957,entrenamiento
R0124,2026-01-16,C4,Manana,143,430,197,1006.8104,57.7232,14,25.2726,1,133.4436,141.3298,6.6525,48814.1538,-0.3525,-0.3742,3.1436,-0.2413,entrenamiento
R0125,2026-01-16,C5,Tarde,140,273,145,1888.7963,42.9529,9,0.1430,1,140.4817,141.4032,12.0255,92430.8898,-0.8736,0.6704,-1.9884,-1.2997,entrenamiento
R0126,2026-01-16,C6,Tarde,163,321,219,554.2225,88.3605,14,23.2965,0,163.4893,170.3549,15.4930,115577.8344,2.0015,-0.1630,1.5096,-0.4158,entrenamiento
R0127,2026-01-16,C7,Tarde,143,490,161,NA,91.4704,11,7.1069,1,142.5188,149.3722,15.2249,113963.3453,-0.5985,-0.1792,0.4887,-1.3558,entrenamiento
R0128,2026-01-16,C8,Tarde,132,445,126,2005.4878,41.8093,7,0.6110,0,129.7105,132.8230,14.9836,111890.4312,0.5651,-0.8635,0.4139,-0.6908,entrenamiento
R0129,2026-01-17,C1,Tarde,151,419,170,550.3187,67.5217,13,20.7099,1,151.1811,148.6031,8.7876,64926.7001,0.7266,0.1567,0.0786,0.0010,entrenamiento
R0130,2026-01-17,C2,Manana,164,510,153,434.9005,84.0190,7,11.4911,1,163.1633,161.8117,11.6460,85654.5608,0.1001,0.4277,-0.2482,1.3647,entrenamiento
R0131,2026-01-17,C3,Tarde,169,377,217,2020.7862,84.8895,17,19.8642,0,167.5866,165.9089,15.8165,118686.2960,-0.1401,0.3613,0.8211,-1.5871,entrenamiento
R0132,2026-01-17,C4,Manana,133,325,174,1890.9799,81.8394,10,3.6413,1,134.1360,129.6610,9.1305,67017.0452,-0.0570,0.3630,-0.1724,-0.4750,entrenamiento
R0133,2026-01-17,C5,Tarde,139,320,145,781.1523,91.3861,10,8.6487,0,131.1636,138.2277,16.3597,119625.2139,0.1974,-0.3874,1.5603,1.6197,entrenamiento
R0134,2026-01-17,C6,Tarde,155,512,176,2085.7517,41.7192,11,26.8387,1,151.3375,153.3745,14.3415,106924.9639,-2.2510,0.4234,-0.1058,-0.5070,entrenamiento
R0135,2026-01-17,C7,Manana,157,270,143,763.6196,60.8474,10,4.1474,0,159.0638,157.4104,7.7191,59656.3273,-0.5374,-0.8334,-0.1554,0.4518,entrenamiento
R0136,2026-01-17,C8,Manana,140,328,130,1428.0973,64.0592,13,7.8016,0,137.7078,142.1443,7.0259,51049.0950,-2.0025,-0.1333,1.1728,-0.7975,entrenamiento
R0137,2026-01-18,C1,Manana,165,461,166,1390.8211,65.9437,8,10.9434,0,169.5836,168.3905,11.1770,81465.0596,-1.2652,-1.2665,1.3756,0.6798,entrenamiento
R0138,2026-01-18,C2,Manana,179,329,223,1483.4790,52.0183,9,13.6148,1,179.7128,177.8514,13.3587,101332.9563,0.2042,-1.1396,-0.9088,-0.8500,entrenamiento
R0139,2026-01-18,C3,Manana,131,222,130,1307.3043,91.0717,12,11.1543,0,127.3324,133.7602,13.8255,103385.6350,1.1624,-0.4407,-0.4300,0.4000,entrenamiento
R0140,2026-01-18,C4,Tarde,160,493,160,1749.4689,88.1906,8,27.0396,0,158.2305,160.7291,19.4275,145502.0016,-1.3137,-0.4822,0.7414,0.8714,entrenamiento
R0141,2026-01-18,C5,Tarde,139,391,145,869.0920,59.6363,17,0.7388,1,141.3727,140.7856,9.0275,70900.5220,-0.4145,0.6629,0.3083,1.3562,entrenamiento
R0142,2026-01-18,C6,Tarde,165,393,164,1510.8154,51.1475,10,14.0239,0,167.4458,163.6617,10.1669,76299.7143,1.6997,-2.1288,0.6252,2.0364,entrenamiento
R0143,2026-01-18,C7,Manana,152,440,149,1249.5418,64.0196,10,11.2776,0,148.6789,148.3582,8.1246,60286.0804,1.4428,-0.6973,-0.3925,0.5925,entrenamiento
R0144,2026-01-18,C8,Tarde,161,439,193,487.8552,90.2353,14,9.2813,0,155.1977,149.7503,16.8023,124589.6849,-1.8694,-0.2454,-0.3076,0.2579,entrenamiento
R0145,2026-01-19,C1,Manana,154,267,193,1961.0098,87.9979,12,26.9602,0,157.6877,151.0596,13.2307,100512.2635,1.2907,-0.2296,-1.8506,0.6724,entrenamiento
R0146,2026-01-19,C2,Manana,125,236,159,786.8004,43.6286,9,13.9326,1,128.9494,132.2874,10.4328,77761.3281,-2.0503,-0.9780,-0.6985,-1.4256,entrenamiento
