pedido_id,semana,centro,canal,camiones_cola,distancia_km,holgura_min,revision_documental,urgente,incidencias_previas,carga_proxy,atraso,compensacion_real_clp
P0039,1,Norte,Empresa,9,71.6020,20.0398,0,0,1,9.1192,0,0.0000
P0040,1,Norte,Web,5,27.2715,6.0782,0,1,1,4.7912,0,0.0000
P0041,1,Norte,Empresa,9,118.5807,19.6950,0,0,3,9.0545,0,0.0000
P0042,1,Centro,Sucursal,4,20.1841,12.2411,0,0,2,3.6730,0,0.0000
P0043,1,Centro,Empresa,4,65.0177,20.3413,0,1,2,3.6378,0,0.0000
P0044,1,Centro,Sucursal,7,132.1302,10.3880,0,1,1,7.2303,0,0.0000
P0045,1,Sur,Sucursal,4,149.0073,25.1767,1,0,2,3.7753,1,124755.4597
P0046,1,Sur,Empresa,8,26.5115,23.8487,0,0,0,7.0980,0,0.0000
P0047,1,Norte,Sucursal,5,75.4587,22.0681,1,0,0,4.1939,1,126617.3340
P0048,1,Centro,Sucursal,10,113.0591,22.1764,0,0,0,10.0488,0,0.0000
P0049,1,Norte,Sucursal,6,143.3500,28.9447,0,0,0,6.7441,0,0.0000
P0050,1,Centro,Sucursal,9,93.5139,27.7258,1,0,3,8.9169,0,0.0000
P0051,1,Norte,Web,9,NA,13.3980,0,0,0,9.8486,1,108415.0658
P0052,1,Centro,Empresa,8,60.5255,24.9584,0,0,4,7.9720,0,0.0000
P0053,1,Sur,Sucursal,11,110.1969,26.3022,0,0,1,11.2460,0,0.0000
P0054,1,Norte,Empresa,7,130.5828,35.4405,0,0,0,7.2695,0,0.0000
P0055,1,Centro,Web,5,73.2565,26.2507,1,0,0,4.8255,0,0.0000
P0056,1,Sur,Web,6,10.7161,10.7497,0,0,1,5.2043,0,0.0000
P0057,1,Sur,Empresa,6,116.4648,14.8522,0,0,3,6.3298,0,0.0000
P0058,1,Norte,Web,6,128.3011,20.1611,0,0,2,5.7979,0,0.0000
P0059,1,Centro,Empresa,3,66.1532,15.2969,0,0,4,3.1506,1,133336.7810
P0060,1,Sur,Sucursal,11,28.5472,34.6185,0,0,1,10.5604,0,0.0000
P0061,1,Centro,Web,6,36.7222,28.4333,0,0,2,6.0164,0,0.0000
P0062,1,Centro,Sucursal,2,108.8324,21.3387,0,0,2,2.5694,0,0.0000
P0063,1,Norte,Sucursal,2,169.9809,30.4517,0,0,0,1.7763,0,0.0000
P0064,1,Centro,Empresa,4,58.0657,29.8138,0,0,2,4.2661,1,126984.5110
P0065,1,Norte,Empresa,2,148.1484,11.3032,0,0,0,1.6490,0,0.0000
P0066,1,Sur,Empresa,4,16.6037,30.0543,1,0,1,4.1224,0,0.0000
P0067,1,Centro,Empresa,4,92.6350,30.4449,0,0,3,3.5290,0,0.0000
P0068,1,Norte,Sucursal,8,158.3532,15.9970,1,0,2,8.1071,1,114613.7574
P0069,1,Norte,Sucursal,6,19.7713,8.7660,0,1,0,6.4905,0,0.0000
P0070,1,Norte,Sucursal,7,78.0460,26.8519,0,0,3,7.1127,0,0.0000
P0071,1,Sur,Empresa,6,140.7915,29.7338,1,0,0,6.0711,0,0.0000
P0072,1,Centro,Sucursal,9,53.5525,13.8066,0,0,0,9.1505,1,133320.7992
P0073,1,Norte,Empresa,10,167.2229,15.1401,0,0,1,9.3097,1,132859.7787
P0074,1,Centro,Empresa,4,65.4152,33.3342,0,0,1,3.6277,0,0.0000
P0075,1,Sur,Web,9,102.5289,22.7942,0,1,0,9.1264,0,0.0000
P0076,1,Centro,Sucursal,4,11.5119,32.7822,0,0,2,3.7358,0,0.0000
P0077,1,Sur,Web,3,36.5521,12.7761,0,0,1,3.0655,0,0.0000
P0078,1,Centro,Sucursal,6,97.0854,31.9597,0,0,2,5.3319,0,0.0000
P0079,1,Centro,Sucursal,8,70.7694,31.7333,0,0,1,8.1664,0,0.0000
P0080,1,Norte,Web,6,24.1148,33.1201,0,0,2,6.3411,0,0.0000
P0081,1,Centro,Web,2,49.2507,35.7516,0,1,0,1.5134,0,0.0000
P0082,1,Sur,Sucursal,13,33.1649,12.6760,0,1,0,13.5558,1,115708.3159
P0083,1,Norte,Sucursal,10,57.9448,6.9747,0,0,0,9.4385,0,0.0000
P0084,1,Sur,Sucursal,3,12.3517,33.3859,1,0,1,3.2532,0,0.0000
P0085,1,Sur,Web,4,47.7632,14.9378,0,0,1,3.7362,0,0.0000
P0086,1,Centro,Web,3,137.9152,28.7346,1,0,3,2.8842,0,0.0000
P0087,1,Norte,Empresa,4,28.6295,35.7360,0,0,1,4.3747,0,0.0000
P0088,1,Sur,Sucursal,8,97.5543,7.5250,0,1,1,7.5794,1,117116.0182
P0089,1,Norte,Empresa,5,138.0283,10.4954,0,0,1,4.6462,1,126684.7831
P0090,1,Norte,Web,8,125.4841,11.8863,0,0,3,7.7112,1,125281.1050
P0091,1,Centro,Web,5,87.5891,10.9495,0,0,0,5.4813,0,0.0000
P0092,1,Centro,Sucursal,1,44.6307,13.3323,0,0,4,1.1348,0,0.0000
P0093,1,Centro,Web,9,26.2616,18.1640,1,1,0,8.6117,0,0.0000
P0094,1,Sur,Sucursal,4,89.6031,21.0991,0,0,0,4.2257,0,0.0000
P0095,1,Sur,Sucursal,3,155.1754,33.6381,1,0,0,3.5535,0,0.0000
P0096,1,Centro,Empresa,2,162.1072,37.8628,0,0,1,2.3247,0,0.0000
P0097,1,Norte,Web,6,178.6741,15.4263,1,0,1,5.5973,1,123180.4166
P0098,1,Centro,Sucursal,6,99.4554,7.9681,0,0,1,5.5385,1,118846.3330
P0099,1,Centro,Sucursal,4,94.1605,19.5280,0,1,0,3.9347,0,0.0000
P0100,1,Sur,Web,4,133.9706,38.4324,0,1,1,4.3015,0,0.0000
P0101,2,Sur,Empresa,7,139.0386,9.5260,0,0,0,7.4565,0,0.0000
P0102,2,Norte,Sucursal,6,141.4183,30.4508,0,0,1,6.4942,0,0.0000
P0103,2,Centro,Web,6,130.0934,27.1327,0,0,2,6.1446,0,0.0000
P0104,2,Sur,Web,5,13.1249,16.6494,0,1,0,6.0741,1,117730.9606
P0105,2,Norte,Web,5,147.5059,6.7372,0,0,0,5.2129,0,0.0000
P0106,2,Sur,Empresa,4,101.0092,27.0378,0,0,3,4.1970,0,0.0000
P0107,2,Centro,Web,5,159.0865,14.6624,0,0,2,5.2865,0,0.0000
P0108,2,Norte,Web,3,170.7409,8.2162,0,0,1,3.7088,0,0.0000
P0109,2,Sur,Sucursal,5,85.2805,39.0076,1,1,1,4.5021,0,0.0000
P0110,2,Norte,Web,4,71.8261,11.2393,0,0,0,3.6846,0,0.0000
P0111,2,Norte,Sucursal,7,176.3377,20.6157,0,0,0,6.4770,1,110708.3606
P0112,2,Norte,Empresa,7,34.3189,38.1148,0,0,1,7.3914,0,0.0000
P0113,2,Centro,Web,4,64.7153,10.9962,0,0,0,3.8202,0,0.0000
P0114,2,Sur,Sucursal,1,153.4216,39.8924,0,0,1,1.0803,0,0.0000
P0115,2,Norte,Web,3,60.9143,23.8532,1,0,0,2.9491,0,0.0000
P0116,2,Centro,Sucursal,6,70.8496,22.3436,0,0,2,5.8432,0,0.0000
P0117,2,Sur,Empresa,2,121.6477,22.7868,0,0,0,1.4836,1,117548.9654
P0118,2,Norte,Empresa,4,32.2130,5.3698,0,0,0,4.0402,1,120110.2878
P0119,2,Sur,Web,5,176.2680,22.3523,0,0,0,5.1947,0,0.0000
P0120,2,Norte,Web,9,108.4238,15.6844,0,0,0,9.5132,0,0.0000
P0121,2,Norte,Empresa,7,150.1275,20.2550,0,0,3,7.5784,0,0.0000
P0122,2,Norte,Empresa,4,11.4351,18.8239,0,0,2,3.9218,0,0.0000
P0123,2,Norte,Empresa,8,28.7811,33.3081,1,0,0,8.0444,0,0.0000
P0124,2,Sur,Sucursal,7,164.8427,20.7810,0,0,1,7.1876,0,0.0000
P0125,2,Centro,Sucursal,9,126.9778,21.1358,0,0,0,8.8244,0,0.0000
P0126,2,Centro,Web,7,NA,24.2879,0,1,0,7.4158,0,0.0000
P0127,2,Norte,Empresa,8,62.0037,39.1393,0,0,2,7.9090,0,0.0000
P0128,2,Sur,Empresa,5,38.7775,34.0525,0,1,1,4.1484,0,0.0000
P0129,2,Norte,Web,1,148.0521,29.5353,0,0,1,0.7905,0,0.0000
P0130,2,Norte,Empresa,7,11.6432,15.3927,0,0,0,7.1632,1,117462.3166
P0131,2,Norte,Web,6,56.8606,30.0107,0,0,2,5.8209,0,0.0000
P0132,2,Centro,Web,9,129.7207,21.9721,1,0,4,9.2029,1,125675.1570
P0133,2,Sur,Sucursal,3,152.6121,22.1993,0,0,0,2.9399,0,0.0000
P0134,2,Centro,Sucursal,7,138.9615,16.7166,0,0,0,7.1021,0,0.0000
P0135,2,Sur,Sucursal,4,154.2048,36.0249,0,0,3,4.8618,0,0.0000
P0136,2,Sur,Sucursal,7,116.1686,29.0954,1,1,1,6.9768,0,0.0000
P0137,2,Centro,Empresa,5,20.4599,9.9733,0,0,1,4.5957,0,0.0000
P0138,2,Sur,Empresa,5,71.6046,20.5569,1,0,2,4.7783,0,0.0000
P0139,2,Norte,Web,5,111.6296,10.6498,1,0,2,5.3987,0,0.0000
P0140,2,Sur,Web,6,13.3477,16.2569,0,0,1,5.7871,0,0.0000
P0141,2,Norte,Empresa,3,63.0017,20.5718,0,0,2,2.5336,0,0.0000
P0142,2,Centro,Web,5,53.8349,22.3225,0,0,0,5.3656,0,0.0000
P0143,2,Centro,Sucursal,5,77.5948,19.0701,0,0,2,5.3412,0,0.0000
P0144,2,Norte,Web,4,96.4520,8.8322,0,0,0,4.4898,0,0.0000
P0145,2,Norte,Web,6,145.2652,14.5619,0,0,1,6.2491,0,0.0000
P0146,2,Centro,Sucursal,5,57.7742,14.4365,0,1,3,4.3707,0,0.0000
P0147,2,Centro,Empresa,2,17.9572,37.2702,0,0,2,1.6181,0,0.0000
P0148,2,Centro,Sucursal,6,152.7155,37.8719,0,1,0,6.1629,0,0.0000
P0149,2,Sur,Web,6,95.3768,21.4163,0,1,0,5.5001,0,0.0000
P0150,2,Norte,Web,7,151.9597,35.5177,0,0,1,7.9575,0,0.0000
P0151,2,Norte,Web,4,36.7805,30.4769,0,0,1,3.6983,0,0.0000
P0152,2,Sur,Sucursal,6,140.0476,8.3850,1,1,0,6.1365,1,129153.9887
P0153,2,Norte,Empresa,6,44.1877,39.4064,1,0,1,5.8154,1,105516.5685
P0154,2,Centro,Empresa,9,157.3541,13.1829,0,0,2,9.3588,1,119752.3547
P0155,2,Sur,Sucursal,11,43.3203,25.6037,0,1,2,10.5395,0,0.0000
P0156,2,Norte,Web,5,53.5625,29.1044,0,0,3,5.0351,0,0.0000
P0157,2,Sur,Sucursal,1,47.9776,33.9962,0,1,1,0.6344,0,0.0000
P0158,2,Centro,Sucursal,4,64.5683,20.8732,0,0,1,4.2214,0,0.0000
P0159,2,Norte,Empresa,6,40.9541,15.8150,0,0,0,6.3077,0,0.0000
P0160,2,Centro,Sucursal,8,142.0511,28.8427,0,0,3,7.8198,0,0.0000
P0161,2,Sur,Sucursal,10,75.5786,28.0482,0,0,0,9.8731,0,0.0000
P0162,2,Centro,Web,3,80.4700,28.9546,0,0,0,3.4808,0,0.0000
P0163,2,Sur,Empresa,9,108.3872,26.5318,0,0,0,8.7568,0,0.0000
P0164,2,Centro,Sucursal,8,113.8587,9.8862,0,0,0,8.2155,0,0.0000
P0165,2,Norte,Web,3,137.3118,19.8951,1,0,0,3.4182,1,125509.6543
P0166,2,Norte,Web,3,11.6551,26.6132,0,0,1,3.3710,0,0.0000
P0167,2,Centro,Empresa,7,35.5517,5.3893,0,0,1,7.4014,0,0.0000
P0168,2,Centro,Empresa,3,17.1258,9.0193,0,0,2,2.9449,0,0.0000
P0169,2,Centro,Sucursal,4,5.0333,38.4783,0,0,0,3.9185,0,0.0000
P0170,2,Centro,Sucursal,12,71.4350,25.6890,0,1,3,11.7519,0,0.0000
P0171,2,Norte,Web,10,111.3491,31.3048,0,0,0,10.1343,0,0.0000
P0172,2,Centro,Sucursal,7,141.9373,25.3734,1,0,2,7.2246,1,139252.8211
P0173,2,Sur,Empresa,6,74.2774,14.2129,0,0,2,6.5717,0,0.0000
P0174,2,Sur,Empresa,7,165.9552,17.2529,0,1,0,6.2559,0,0.0000
P0175,2,Sur,Empresa,6,32.8588,39.0856,0,0,0,5.2302,0,0.0000
P0176,2,Norte,Sucursal,5,127.5433,8.9732,0,0,1,4.7583,0,0.0000
P0177,2,Sur,Empresa,7,74.2119,38.4497,0,0,2,6.7338,0,0.0000
P0178,2,Centro,Web,5,136.7366,35.6058,0,1,1,4.0047,0,0.0000
P0179,2,Centro,Empresa,13,57.0750,12.1346,0,1,3,12.1252,0,0.0000
P0180,2,Centro,Sucursal,9,171.9935,6.4897,0,0,4,8.8000,1,129142.1207
P0181,2,Centro,Sucursal,6,93.2373,8.4349,0,0,1,6.1174,0,0.0000
P0182,2,Sur,Sucursal,13,99.9328,25.5467,0,0,1,12.8952,0,0.0000
P0183,2,Sur,Empresa,5,95.5439,25.1162,0,1,1,5.8236,0,0.0000
P0184,2,Sur,Empresa,5,124.2091,30.0660,1,0,1,4.4504,0,0.0000
P0185,2,Sur,Web,4,51.9572,17.6044,0,0,2,3.0831,0,0.0000
P0186,2,Sur,Web,3,132.0991,39.1721,0,1,4,3.3387,0,0.0000
P0187,2,Sur,Web,2,175.1346,16.6650,0,1,0,2.4041,1,113593.8789
P0188,2,Norte,Sucursal,4,115.5058,33.4204,1,0,3,4.0035,0,0.0000
P0189,2,Norte,Web,9,168.0549,6.1727,0,1,2,8.3221,1,118037.9739
P0190,2,Sur,Empresa,4,142.5782,17.8266,0,0,4,3.3824,0,0.0000
P0191,2,Sur,Web,6,118.8923,5.8647,1,1,1,5.4555,0,0.0000
P0192,2,Norte,Empresa,9,133.7748,8.1925,0,0,0,8.4495,1,121496.2673
P0193,2,Centro,Sucursal,5,146.1597,23.0375,1,0,0,4.7726,0,0.0000
P0194,2,Centro,Web,5,113.3716,36.3158,0,0,1,4.7726,0,0.0000
P0195,2,Sur,Web,4,108.0007,30.5562,0,0,1,4.2328,0,0.0000
P0196,2,Norte,Web,5,7.4235,14.5123,0,1,1,4.0216,1,108186.0423
P0197,2,Sur,Web,8,31.3965,11.8391,0,0,1,7.1125,0,0.0000
P0198,2,Centro,Web,10,67.1541,13.4364,1,0,0,10.4021,1,121984.8817
P0199,2,Sur,Sucursal,7,116.8124,32.3743,0,0,2,7.5231,1,124121.5621
P0200,2,Sur,Web,4,109.5204,16.8034,0,0,0,4.0278,0,0.0000
P0201,3,Centro,Web,4,177.7933,38.2954,0,0,4,4.1631,0,0.0000
P0202,3,Centro,Sucursal,4,57.9120,29.0400,0,0,0,4.4023,0,0.0000
P0203,3,Norte,Sucursal,12,95.1548,22.8581,0,0,2,11.9782,0,0.0000
P0204,3,Sur,Sucursal,5,69.3727,21.0099,0,1,0,4.8048,0,0.0000
P0205,3,Sur,Web,4,9.2894,25.3386,0,1,2,3.9365,0,0.0000
P0206,3,Centro,Web,8,149.8763,31.5919,0,1,1,7.0235,0,0.0000
P0207,3,Sur,Sucursal,5,87.4036,24.3139,0,0,3,4.4169,0,0.0000
P0208,3,Norte,Sucursal,9,179.3927,28.2985,0,0,0,8.8530,0,0.0000
P0209,3,Centro,Empresa,5,132.4567,38.6960,0,0,0,5.3467,0,0.0000
P0210,3,Centro,Web,8,174.8554,13.5385,0,1,0,7.8819,1,124674.1207
P0211,3,Sur,Empresa,4,127.2939,20.1452,0,0,1,3.5143,0,0.0000
P0212,3,Centro,Sucursal,6,5.3476,25.5182,0,0,6,5.5416,0,0.0000
P0213,3,Sur,Web,4,76.3618,19.5720,0,0,1,4.2942,0,0.0000
P0214,3,Norte,Empresa,4,94.8001,12.7819,0,0,1,3.4713,0,0.0000
P0215,3,Sur,Web,9,NA,21.9392,0,0,0,8.9464,0,0.0000
P0216,3,Norte,Sucursal,4,95.4166,9.1646,0,0,1,3.2939,0,0.0000
P0217,3,Centro,Empresa,12,92.8051,13.1207,0,0,3,12.6402,0,0.0000
P0218,3,Norte,Empresa,5,66.4773,30.4081,0,0,1,4.5006,0,0.0000
P0219,3,Centro,Sucursal,7,99.7192,38.3293,0,0,2,7.1198,0,0.0000
P0220,3,Centro,Web,4,99.6291,19.0052,0,0,1,4.1575,0,0.0000
P0221,3,Norte,Web,6,50.5712,35.5014,1,1,2,5.7724,1,119150.8781
P0222,3,Norte,Sucursal,6,59.5652,18.6168,1,0,0,5.8786,0,0.0000
P0223,3,Norte,Sucursal,5,135.3713,25.1733,0,0,1,5.2634,0,0.0000
P0224,3,Norte,Web,4,27.9759,27.4183,1,0,0,3.9376,0,0.0000
P0225,3,Sur,Empresa,7,41.4907,22.8695,0,1,2,6.9095,0,0.0000
P0226,3,Centro,Empresa,5,30.7476,39.7234,0,0,1,5.8352,0,0.0000
P0227,3,Norte,Empresa,10,76.5243,35.8367,0,1,0,9.6635,0,0.0000
P0228,3,Sur,Web,10,NA,29.0416,0,0,1,9.4302,0,0.0000
P0229,3,Norte,Sucursal,14,137.5471,25.9828,0,0,0,13.8017,0,0.0000
P0230,3,Sur,Empresa,4,158.3170,20.5529,0,0,1,4.3324,1,123570.0358
P0231,3,Sur,Sucursal,7,166.4282,28.9209,0,0,1,7.0983,0,0.0000
P0232,3,Norte,Empresa,4,107.6332,10.2294,0,0,0,4.2954,0,0.0000
P0233,3,Sur,Web,5,23.7303,10.8955,1,0,2,4.0792,0,0.0000
P0234,3,Norte,Web,0,66.7391,36.3611,1,0,0,0.3985,0,0.0000
P0235,3,Norte,Empresa,7,175.5146,33.9116,0,0,0,7.4227,0,0.0000
P0236,3,Centro,Empresa,2,60.6049,20.4243,0,0,1,1.6735,0,0.0000
P0237,3,Sur,Web,6,30.2905,15.9269,1,0,1,5.6367,0,0.0000
P0238,3,Sur,Empresa,4,40.3009,5.9565,0,0,0,3.3861,1,124034.3994
P0239,3,Norte,Sucursal,9,39.6767,22.0523,0,0,2,9.0304,0,0.0000
P0240,3,Centro,Sucursal,7,132.8880,31.4477,1,0,0,6.7682,0,0.0000
P0241,3,Sur,Web,8,108.3457,16.1881,0,0,1,7.5230,0,0.0000
P0242,3,Norte,Empresa,7,96.7603,10.9466,0,0,0,6.4079,0,0.0000
P0243,3,Centro,Sucursal,5,NA,6.2686,0,1,1,4.6023,1,119083.8143
P0244,3,Norte,Empresa,6,152.3836,36.2586,0,0,0,6.4755,0,0.0000
P0245,3,Sur,Web,10,120.7029,33.8979,0,0,2,9.6736,0,0.0000
P0246,3,Sur,Sucursal,4,102.0199,33.2432,0,0,0,4.2824,0,0.0000
P0247,3,Centro,Sucursal,8,104.6026,18.0889,0,1,0,8.5277,0,0.0000
P0248,3,Sur,Sucursal,7,100.8897,31.2077,0,0,4,7.3784,1,115521.3872
P0249,3,Norte,Web,9,63.1122,33.5100,0,0,1,9.1130,0,0.0000
P0250,3,Centro,Empresa,3,92.8744,10.8565,0,0,1,3.0307,0,0.0000
P0251,3,Norte,Web,3,NA,21.3992,1,0,1,2.4343,0,0.0000
P0252,3,Centro,Web,1,73.0219,34.7896,0,1,3,1.3506,0,0.0000
P0253,3,Centro,Empresa,3,123.5495,8.1535,0,0,1,2.8064,0,0.0000
P0254,3,Centro,Sucursal,6,70.7731,19.6352,0,0,1,5.8765,0,0.0000
P0255,3,Norte,Web,9,130.0643,36.9643,0,1,3,8.9901,0,0.0000
P0256,3,Centro,Web,6,174.0934,6.7596,0,1,1,5.4631,1,116666.8982
P0257,3,Centro,Empresa,10,139.5900,20.9745,0,1,1,9.9608,1,122805.5484
P0258,3,Sur,Sucursal,1,55.2564,16.1540,0,0,0,0.7394,0,0.0000
P0259,3,Norte,Empresa,10,128.0372,26.1946,1,0,0,10.3091,1,108211.5362
P0260,3,Centro,Web,7,179.4955,19.1182,0,0,1,7.2866,1,126537.4974
P0261,3,Centro,Web,9,24.4154,22.8328,0,1,1,8.6941,1,126703.0021
P0262,3,Sur,Web,9,88.3140,26.2215,0,0,2,8.8352,0,0.0000
P0263,3,Norte,Sucursal,5,22.4825,7.1269,1,1,0,4.8314,1,121650.7963
P0264,3,Norte,Web,3,45.8940,13.2598,0,1,1,3.0546,0,0.0000
P0265,3,Sur,Sucursal,10,172.3916,20.9452,0,1,2,9.6666,0,0.0000
P0266,3,Sur,Web,4,28.5060,21.5962,0,1,1,3.2867,0,0.0000
P0267,3,Sur,Sucursal,4,41.5143,35.7770,0,0,2,3.4863,0,0.0000
P0268,3,Norte,Empresa,6,102.6538,23.2515,0,0,2,6.0365,0,0.0000
P0269,3,Sur,Empresa,7,NA,25.9863,0,0,4,7.5206,0,0.0000
P0270,3,Sur,Web,5,79.5058,19.8452,0,0,2,5.0162,0,0.0000
P0271,3,Centro,Empresa,9,61.0108,26.5923,0,0,0,8.8226,0,0.0000
P0272,3,Centro,Empresa,10,125.0198,14.8252,0,0,2,9.9147,1,135614.0518
P0273,3,Centro,Empresa,10,168.4969,19.3023,0,1,1,10.1126,0,0.0000
P0274,3,Centro,Web,8,130.1286,37.3696,0,0,1,8.3949,0,0.0000
P0275,3,Norte,Web,10,42.3109,34.5129,0,1,1,9.6934,0,0.0000
P0276,3,Norte,Web,11,48.6410,30.2637,0,1,2,11.3785,0,0.0000
P0277,3,Sur,Empresa,9,133.7161,18.6290,0,0,0,9.2636,0,0.0000
P0278,3,Centro,Web,8,50.8439,26.6060,0,1,0,8.3904,0,0.0000
P0279,3,Norte,Empresa,3,142.0951,15.9872,1,0,2,2.4055,0,0.0000
P0280,3,Sur,Empresa,6,154.0931,35.4535,0,0,1,6.0071,0,0.0000
P0281,3,Norte,Sucursal,8,169.6838,27.5166,0,0,2,8.1550,1,118199.2954
P0282,3,Centro,Sucursal,5,131.1162,30.2445,0,0,1,5.4458,0,0.0000
P0283,3,Sur,Empresa,3,123.0681,34.6062,0,1,3,3.2457,0,0.0000
P0284,3,Centro,Empresa,6,8.8008,22.6456,1,0,1,5.6095,0,0.0000
P0285,3,Centro,Web,7,155.4393,9.3108,0,0,3,7.6042,0,0.0000
P0286,3,Centro,Empresa,5,83.3089,38.9357,0,0,0,5.1292,0,0.0000
P0287,3,Centro,Empresa,1,54.1293,39.7792,0,0,0,0.7689,0,0.0000
P0288,3,Centro,Sucursal,10,111.4962,19.3444,0,0,1,9.7968,0,0.0000
P0289,3,Norte,Web,4,78.6302,36.4854,0,1,0,4.7029,0,0.0000
P0290,3,Sur,Web,6,19.5752,12.1484,1,0,2,5.6473,0,0.0000
P0291,3,Norte,Sucursal,4,170.3109,30.4203,0,0,1,3.8211,0,0.0000
P0292,3,Sur,Empresa,2,66.7385,7.3222,0,0,0,2.6945,1,119860.2052
P0293,3,Centro,Empresa,9,47.0397,11.4197,1,1,0,8.6871,1,131524.8134
P0294,3,Centro,Empresa,3,74.4724,36.6477,0,0,1,2.3111,0,0.0000
P0295,3,Centro,Sucursal,8,135.2036,9.8076,0,0,0,8.3540,0,0.0000
P0296,3,Sur,Empresa,4,62.6023,29.5479,0,1,1,3.4605,0,0.0000
P0297,3,Centro,Empresa,4,26.0071,35.3875,0,0,1,3.5744,0,0.0000
P0298,3,Centro,Empresa,5,62.8535,39.1983,0,0,1,5.1605,0,0.0000
P0299,3,Centro,Sucursal,3,62.5810,22.3308,0,0,0,3.3581,0,0.0000
P0300,3,Centro,Web,3,141.9380,7.8947,0,0,1,3.5415,1,119449.7180
P0301,4,Norte,Web,5,51.9498,34.5434,0,0,1,4.7558,0,0.0000
P0302,4,Centro,Web,5,8.3746,17.8729,0,1,2,5.2612,1,119555.1023
P0303,4,Norte,Web,7,134.7070,26.1413,0,0,3,6.5015,0,0.0000
P0304,4,Sur,Sucursal,5,52.7027,23.0388,0,0,1,4.3783,0,0.0000
P0305,4,Centro,Sucursal,9,102.4868,27.9307,0,1,2,9.2185,0,0.0000
P0306,4,Norte,Empresa,1,61.6364,15.0000,0,0,2,1.6269,0,0.0000
P0307,4,Norte,Web,3,50.1988,7.9561,0,1,1,2.7167,0,0.0000
P0308,4,Norte,Empresa,7,71.1672,31.8553,0,1,1,7.2317,0,0.0000
P0309,4,Sur,Empresa,7,71.6904,15.8742,0,0,0,6.8089,0,0.0000
