pedido_id,semana,centro,canal,camiones_cola,distancia_km,holgura_min,revision_documental,urgente,incidencias_previas,carga_proxy,atraso,compensacion_real_clp
P1260,13,Centro,Empresa,10,104.9832,7.4926,0,1,1,9.1844,1,119808.3930
P1261,13,Sur,Sucursal,5,101.5756,7.0271,0,0,1,5.1768,0,0.0000
P1262,13,Sur,Sucursal,7,NA,6.8375,0,0,1,6.8049,0,0.0000
P1263,13,Sur,Sucursal,5,NA,35.6565,0,0,1,5.7080,0,0.0000
P1264,13,Norte,Web,2,128.3348,32.2494,0,0,1,2.4269,0,0.0000
P1265,13,Centro,Web,5,74.6961,16.4644,0,0,4,4.4849,0,0.0000
P1266,13,Centro,Web,4,95.6956,39.1559,0,0,1,3.2743,0,0.0000
P1267,13,Sur,Empresa,5,138.2945,19.3610,0,0,1,4.6991,0,0.0000
P1268,13,Centro,Web,4,8.2079,31.6691,0,0,1,3.7186,0,0.0000
P1269,13,Sur,Web,1,103.2591,18.3277,0,0,1,0.9387,0,0.0000
P1270,13,Centro,Sucursal,9,64.3874,12.9518,0,0,2,8.9013,1,100786.4419
P1271,13,Centro,Sucursal,1,125.8959,12.1580,0,0,1,1.1674,0,0.0000
P1272,13,Centro,Sucursal,6,178.6083,11.4291,0,0,1,5.9470,1,114683.6214
P1273,13,Norte,Empresa,9,95.4107,25.1453,0,1,1,8.9454,1,120328.3594
P1274,13,Centro,Web,4,146.3446,7.6357,0,1,2,3.9847,0,0.0000
P1275,13,Norte,Sucursal,9,93.1156,33.2848,0,0,1,9.4105,0,0.0000
P1276,13,Sur,Empresa,7,165.6421,14.3721,0,0,2,6.9919,0,0.0000
P1277,13,Sur,Web,10,167.0786,5.0047,1,0,3,10.5696,1,130917.8166
P1278,13,Centro,Sucursal,7,138.9260,24.3126,0,0,2,7.0072,0,0.0000
P1279,13,Centro,Web,8,160.2497,12.1149,0,1,2,8.4544,0,0.0000
P1280,13,Centro,Empresa,3,120.9154,19.8739,0,0,3,2.8992,0,0.0000
P1281,13,Norte,Web,4,133.0255,8.4377,0,0,1,4.4821,0,0.0000
P1282,13,Sur,Empresa,6,48.3052,38.4339,0,0,1,6.2106,1,125049.8490
P1283,13,Centro,Sucursal,6,61.2564,29.4224,0,0,1,5.7851,0,0.0000
P1284,13,Sur,Empresa,12,130.8707,26.5523,0,1,1,11.9070,1,123548.0123
P1285,13,Sur,Empresa,6,164.1179,38.5705,1,1,3,6.2530,0,0.0000
P1286,13,Centro,Web,9,161.0788,15.5444,0,0,1,8.8312,1,120927.7562
P1287,13,Sur,Empresa,5,58.2597,34.5692,1,0,2,5.3504,1,115828.0427
P1288,13,Sur,Sucursal,4,58.4711,38.5606,0,1,1,3.9878,0,0.0000
P1289,13,Sur,Empresa,6,25.1242,32.3554,0,0,0,5.7415,0,0.0000
P1290,13,Norte,Sucursal,11,140.1733,8.8572,0,0,0,11.2030,0,0.0000
P1291,13,Norte,Sucursal,6,112.5101,31.3902,0,0,1,6.2967,0,0.0000
P1292,13,Norte,Empresa,10,89.3572,20.9896,0,0,2,9.8675,0,0.0000
P1293,13,Centro,Sucursal,6,46.9690,24.2291,0,0,0,6.1177,0,0.0000
P1294,13,Sur,Sucursal,6,91.2128,24.8413,0,0,1,6.6435,0,0.0000
P1295,13,Sur,Web,9,132.0208,12.8024,0,1,0,9.3166,1,120021.4082
P1296,13,Centro,Sucursal,11,100.1682,21.5915,0,0,2,11.2435,0,0.0000
P1297,13,Sur,Sucursal,10,172.2131,37.6035,1,0,1,10.2488,0,0.0000
P1298,13,Norte,Web,2,24.7255,7.1499,0,0,0,1.5803,0,0.0000
P1299,13,Sur,Sucursal,7,85.9522,16.3116,0,0,2,6.9448,0,0.0000
P1300,13,Centro,Sucursal,3,174.3486,35.2522,1,0,1,2.7474,0,0.0000
P1301,14,Sur,Empresa,5,81.8097,29.0280,0,1,2,5.0609,0,0.0000
P1302,14,Sur,Sucursal,5,148.5658,15.6336,0,0,0,5.0992,1,118215.5411
P1303,14,Sur,Empresa,6,107.3830,27.6701,0,1,3,6.1304,0,0.0000
P1304,14,Sur,Web,7,89.1616,32.8492,0,0,3,6.8222,0,0.0000
P1305,14,Sur,Sucursal,9,151.7042,26.7116,0,0,0,8.5641,0,0.0000
P1306,14,Sur,Empresa,9,7.8526,37.7084,0,0,2,8.3508,0,0.0000
P1307,14,Norte,Sucursal,7,61.9015,5.9412,0,0,0,6.7970,1,111993.2968
P1308,14,Centro,Web,5,61.3922,17.5645,0,0,2,4.2687,0,0.0000
P1309,14,Norte,Web,6,73.4489,34.4644,0,0,0,5.6342,0,0.0000
P1310,14,Norte,Web,6,56.4918,17.2675,0,0,2,5.4108,0,0.0000
P1311,14,Centro,Empresa,7,68.1287,30.8704,1,0,0,6.5875,0,0.0000
P1312,14,Centro,Web,8,68.8737,21.0027,0,1,0,8.0299,0,0.0000
P1313,14,Centro,Web,2,147.9347,31.2069,0,0,0,1.0695,0,0.0000
P1314,14,Sur,Sucursal,3,96.6989,12.5246,0,0,0,3.2842,0,0.0000
P1315,14,Norte,Sucursal,5,71.0130,5.3903,0,0,0,5.2783,0,0.0000
P1316,14,Centro,Web,4,140.3728,8.7895,0,0,2,3.1281,0,0.0000
P1317,14,Norte,Sucursal,4,113.6678,15.3757,0,0,2,3.5165,0,0.0000
P1318,14,Norte,Sucursal,3,NA,34.7205,0,0,0,3.0516,0,0.0000
P1319,14,Centro,Sucursal,10,99.2622,29.1744,0,0,0,10.0009,0,0.0000
P1320,14,Centro,Sucursal,1,NA,11.4176,1,0,2,1.5651,0,0.0000
P1321,14,Norte,Empresa,8,162.5381,7.2990,0,0,0,8.1764,0,0.0000
P1322,14,Centro,Empresa,6,26.3986,20.8600,0,1,0,5.7611,0,0.0000
P1323,14,Centro,Web,7,131.8668,20.2086,0,0,5,7.0989,0,0.0000
P1324,14,Sur,Sucursal,4,122.3339,37.5820,0,1,2,4.7045,0,0.0000
P1325,14,Centro,Web,4,92.8949,11.9112,0,0,2,3.7133,0,0.0000
P1326,14,Sur,Empresa,8,49.9932,6.6536,0,0,3,8.4153,0,0.0000
P1327,14,Norte,Web,7,135.5347,37.0577,0,1,1,7.1176,0,0.0000
P1328,14,Centro,Empresa,3,123.3393,37.3730,1,0,3,3.6032,0,0.0000
P1329,14,Sur,Sucursal,9,9.7467,7.9467,0,0,1,8.6810,0,0.0000
P1330,14,Sur,Empresa,7,96.6240,5.2154,0,0,0,6.7560,0,0.0000
P1331,14,Norte,Web,7,30.4931,39.7236,1,1,2,7.3629,0,0.0000
P1332,14,Centro,Web,9,51.3262,16.3498,0,0,2,8.0729,0,0.0000
P1333,14,Sur,Sucursal,4,176.1903,13.2305,0,0,0,3.7528,0,0.0000
P1334,14,Norte,Web,8,132.1823,16.2874,0,0,0,8.1885,0,0.0000
P1335,14,Centro,Sucursal,4,97.5062,21.0647,0,0,2,4.8708,0,0.0000
P1336,14,Sur,Empresa,3,100.4833,6.3756,0,0,2,3.6251,0,0.0000
P1337,14,Sur,Sucursal,6,63.1858,24.7421,0,0,0,6.1507,0,0.0000
P1338,14,Norte,Web,8,81.6436,5.9656,0,0,2,8.0827,1,127814.3082
P1339,14,Centro,Web,4,141.9244,5.8024,0,0,1,4.0702,0,0.0000
P1340,14,Norte,Empresa,4,155.5988,27.8715,0,0,1,2.8799,1,134728.5052
P1341,14,Centro,Web,2,68.3071,13.1770,0,0,0,1.6073,0,0.0000
P1342,14,Sur,Empresa,6,78.4746,15.8538,0,0,1,5.4005,0,0.0000
P1343,14,Centro,Sucursal,6,163.5210,5.8705,1,0,1,6.3679,1,102791.3670
P1344,14,Sur,Web,7,73.7168,37.4097,0,0,1,6.1059,0,0.0000
P1345,14,Centro,Sucursal,3,85.8638,6.1385,0,1,2,3.0940,1,127858.4429
P1346,14,Norte,Web,5,53.7894,6.3159,0,0,0,4.6400,0,0.0000
P1347,14,Sur,Web,9,81.9547,33.0947,0,0,0,8.8537,0,0.0000
P1348,14,Centro,Empresa,9,29.4382,8.6673,0,0,0,9.8379,1,111322.7207
P1349,14,Centro,Empresa,1,158.5192,18.0877,0,0,1,1.5666,0,0.0000
P1350,14,Centro,Web,7,NA,23.9953,1,0,2,6.6914,0,0.0000
P1351,14,Norte,Sucursal,4,111.3796,22.1637,0,0,0,4.6177,0,0.0000
P1352,14,Norte,Web,8,97.6109,33.0549,0,0,1,7.3777,0,0.0000
P1353,14,Norte,Web,4,34.2908,9.8063,1,0,4,3.4233,0,0.0000
P1354,14,Sur,Empresa,10,117.7548,21.4647,0,1,0,9.9379,0,0.0000
P1355,14,Norte,Sucursal,4,18.6979,35.0091,0,0,0,4.4673,0,0.0000
P1356,14,Sur,Sucursal,6,32.2294,29.5576,0,1,1,6.2469,0,0.0000
P1357,14,Norte,Empresa,7,160.5059,18.3578,0,0,0,6.8213,0,0.0000
P1358,14,Norte,Sucursal,0,178.8829,39.4874,0,1,3,0.5460,0,0.0000
P1359,14,Norte,Sucursal,7,37.3708,20.6599,0,0,2,6.9772,0,0.0000
P1360,14,Sur,Sucursal,8,146.2395,23.9008,0,0,2,7.5675,0,0.0000
P1361,14,Sur,Empresa,9,5.2575,38.7042,0,1,2,8.6906,0,0.0000
P1362,14,Centro,Empresa,7,165.7512,27.9627,0,1,2,6.9799,0,0.0000
P1363,14,Sur,Empresa,7,98.0366,31.6997,0,0,0,6.7412,0,0.0000
P1364,14,Norte,Sucursal,7,83.5965,24.4990,0,0,1,6.5037,0,0.0000
P1365,14,Norte,Sucursal,6,134.2548,7.2810,0,0,0,6.1861,0,0.0000
P1366,14,Sur,Web,5,142.3898,5.3225,0,0,0,4.1770,1,122486.0014
P1367,14,Centro,Web,9,79.7316,34.3783,0,0,1,9.3042,0,0.0000
P1368,14,Norte,Web,7,68.7596,8.8239,0,0,0,7.1665,0,0.0000
P1369,14,Norte,Sucursal,9,9.2240,17.8073,0,0,2,9.2398,0,0.0000
P1370,14,Sur,Sucursal,7,33.5133,31.0043,0,0,0,7.3720,1,117029.5710
P1371,14,Sur,Web,8,NA,37.2450,0,1,0,7.7064,0,0.0000
P1372,14,Centro,Sucursal,4,80.9684,31.5034,1,0,0,4.7463,0,0.0000
P1373,14,Centro,Sucursal,5,59.2996,22.4288,0,0,3,5.2362,0,0.0000
P1374,14,Sur,Web,7,54.1580,31.3426,0,1,1,6.9647,0,0.0000
P1375,14,Centro,Sucursal,7,172.1767,28.1496,0,1,1,7.1366,0,0.0000
P1376,14,Centro,Sucursal,5,179.9869,28.5290,0,0,1,5.7023,0,0.0000
P1377,14,Norte,Empresa,7,141.9224,9.2305,1,0,3,6.5751,1,124243.5444
P1378,14,Centro,Empresa,7,NA,35.3554,0,0,0,7.5341,0,0.0000
P1379,14,Norte,Empresa,5,9.7383,16.5990,0,0,2,5.3935,0,0.0000
P1380,14,Centro,Web,6,37.7468,6.5902,0,0,1,6.2344,0,0.0000
P1381,14,Sur,Web,9,78.7627,9.7402,0,0,1,8.0952,1,128323.7427
P1382,14,Centro,Sucursal,7,67.5248,22.1376,0,0,3,6.7670,0,0.0000
P1383,14,Norte,Web,5,152.8867,30.9190,0,1,0,5.7768,0,0.0000
P1384,14,Sur,Web,4,96.0687,34.0128,0,0,2,3.7602,0,0.0000
P1385,14,Norte,Empresa,2,49.0932,31.9423,0,1,0,2.1852,0,0.0000
P1386,14,Norte,Web,5,179.1364,21.1109,0,0,1,5.1809,0,0.0000
P1387,14,Centro,Sucursal,7,57.8159,34.1818,0,0,2,6.5639,0,0.0000
P1388,14,Centro,Sucursal,10,78.3034,26.7008,0,0,0,9.8132,0,0.0000
P1389,14,Centro,Sucursal,3,120.6937,26.1856,0,1,3,3.2848,0,0.0000
P1390,14,Sur,Sucursal,3,145.9992,20.3395,0,1,1,3.6298,0,0.0000
P1391,14,Norte,Empresa,5,122.8879,28.7749,1,0,1,4.8362,0,0.0000
P1392,14,Sur,Sucursal,6,58.4389,37.1349,0,0,1,6.0028,0,0.0000
P1393,14,Centro,Empresa,9,168.7729,23.3418,0,1,1,8.7775,1,130047.0885
P1394,14,Centro,Sucursal,13,109.1557,31.6709,0,0,1,12.3176,0,0.0000
P1395,14,Norte,Empresa,9,17.3094,24.3912,0,1,2,8.8948,0,0.0000
P1396,14,Norte,Web,7,137.8518,38.8369,0,0,2,7.5929,0,0.0000
P1397,14,Centro,Empresa,8,91.7720,18.7476,1,0,3,7.1911,0,0.0000
P1398,14,Sur,Web,5,122.1912,33.3583,0,1,2,5.9402,0,0.0000
P1399,14,Centro,Empresa,5,20.9648,30.7808,0,0,2,5.4145,0,0.0000
P1400,14,Centro,Web,5,173.8933,15.3398,0,0,0,5.4257,0,0.0000
P1401,15,Sur,Sucursal,6,178.9881,29.6629,0,0,2,6.0381,0,0.0000
P1402,15,Centro,Empresa,6,125.7584,19.5212,1,0,0,6.1101,0,0.0000
P1403,15,Norte,Web,3,37.4940,7.6989,0,0,1,3.1448,0,0.0000
P1404,15,Centro,Empresa,9,11.2135,5.8594,0,0,1,9.3753,1,129097.3776
P1405,15,Norte,Empresa,4,47.9393,35.3787,0,1,2,4.8832,0,0.0000
P1406,15,Norte,Web,2,100.1567,31.5975,1,1,0,2.1234,1,111298.5568
P1407,15,Sur,Sucursal,6,170.9143,18.4555,1,0,0,6.4430,1,119452.9091
P1408,15,Centro,Empresa,9,172.8141,16.3423,0,0,0,9.2619,1,117797.9630
P1409,15,Sur,Sucursal,1,121.4111,24.7372,1,1,0,1.2219,0,0.0000
P1410,15,Sur,Web,6,106.4565,13.6146,0,0,0,6.3377,1,130099.9635
P1411,15,Norte,Web,6,127.2951,19.3412,0,0,2,5.5243,0,0.0000
P1412,15,Norte,Empresa,8,139.0901,35.2942,0,0,2,8.4246,0,0.0000
P1413,15,Centro,Sucursal,5,66.0253,37.0569,1,1,1,4.1508,0,0.0000
P1414,15,Centro,Sucursal,8,154.6496,38.8915,0,0,1,7.5810,0,0.0000
P1415,15,Sur,Sucursal,2,6.8983,35.2112,1,0,0,2.1857,0,0.0000
P1416,15,Norte,Sucursal,6,43.6697,19.5860,0,1,2,6.1169,0,0.0000
P1417,15,Centro,Sucursal,1,100.9474,27.7996,0,0,2,1.1988,0,0.0000
P1418,15,Sur,Empresa,6,166.7044,32.0391,0,0,1,5.9888,0,0.0000
P1419,15,Centro,Sucursal,6,117.6484,9.7688,0,1,0,6.2562,0,0.0000
P1420,15,Centro,Sucursal,3,8.3203,8.2675,0,1,0,3.4265,0,0.0000
P1421,15,Norte,Web,8,110.4966,9.3453,0,1,1,7.8937,1,113639.5607
P1422,15,Centro,Empresa,7,30.4927,19.5773,0,0,0,7.0094,0,0.0000
P1423,15,Sur,Web,3,41.9730,24.1948,0,0,1,2.9933,0,0.0000
P1424,15,Sur,Sucursal,9,137.0989,25.6788,0,0,2,9.1804,0,0.0000
P1425,15,Norte,Empresa,2,107.8538,8.0335,0,1,1,2.0989,0,0.0000
P1426,15,Sur,Empresa,6,128.9936,10.7062,0,0,2,5.7493,0,0.0000
P1427,15,Centro,Empresa,4,117.4046,25.5615,0,0,0,3.2680,0,0.0000
P1428,15,Centro,Sucursal,7,88.5405,22.8671,0,0,0,6.8280,0,0.0000
P1429,15,Sur,Web,4,57.4148,11.9233,0,0,1,4.3569,0,0.0000
P1430,15,Norte,Sucursal,4,96.3563,35.9890,0,0,2,3.2286,0,0.0000
P1431,15,Norte,Empresa,10,23.4499,19.7091,0,0,0,10.7227,0,0.0000
P1432,15,Sur,Sucursal,8,14.8452,36.2325,0,0,2,7.8149,0,0.0000
P1433,15,Sur,Sucursal,5,163.6988,28.3491,0,0,1,4.9659,0,0.0000
P1434,15,Norte,Web,9,120.8766,16.5241,0,0,2,9.1314,0,0.0000
P1435,15,Sur,Sucursal,6,95.2586,32.3340,0,0,2,6.0261,0,0.0000
P1436,15,Sur,Web,8,NA,6.3178,0,0,3,7.8598,0,0.0000
P1437,15,Sur,Empresa,8,91.9455,26.1531,0,0,0,7.9023,0,0.0000
P1438,15,Norte,Web,8,67.7977,13.8516,0,1,2,8.3132,1,110727.5765
P1439,15,Norte,Sucursal,7,93.1178,17.2896,0,1,2,7.4606,0,0.0000
P1440,15,Sur,Web,8,79.0964,18.4549,0,1,0,7.9819,0,0.0000
P1441,15,Centro,Web,1,124.1823,25.7753,1,0,0,1.1669,1,125798.4312
P1442,15,Sur,Empresa,5,NA,18.9092,0,0,0,4.8959,0,0.0000
P1443,15,Norte,Empresa,3,32.7807,16.9652,0,0,0,3.0348,0,0.0000
P1444,15,Centro,Web,4,NA,13.8491,0,0,1,4.3273,0,0.0000
P1445,15,Centro,Sucursal,6,50.0302,14.8664,0,0,1,6.4869,1,118225.3538
P1446,15,Sur,Empresa,13,122.0197,39.6684,1,0,1,12.6843,0,0.0000
P1447,15,Norte,Sucursal,7,69.2759,31.1693,1,1,0,6.7776,0,0.0000
P1448,15,Sur,Sucursal,5,133.1702,37.0955,0,0,1,5.2262,0,0.0000
P1449,15,Sur,Empresa,5,6.7102,20.3750,0,1,1,4.7592,0,0.0000
P1450,15,Sur,Sucursal,7,15.6299,31.0608,0,0,2,6.4131,0,0.0000
P1451,15,Sur,Sucursal,6,108.1919,30.8396,0,1,0,6.1236,0,0.0000
P1452,15,Centro,Sucursal,6,58.3499,35.4354,0,0,1,5.5372,0,0.0000
P1453,15,Sur,Sucursal,5,35.6355,37.7276,0,0,0,5.2777,1,126498.9688
P1454,15,Norte,Web,11,122.5264,9.1580,0,0,1,11.0065,0,0.0000
P1455,15,Norte,Web,4,NA,29.3080,0,0,2,3.8607,0,0.0000
P1456,15,Centro,Web,4,12.5448,33.3523,0,1,1,4.8260,0,0.0000
P1457,15,Norte,Web,8,151.4974,20.9027,0,1,4,7.5004,1,123525.2957
P1458,15,Sur,Web,8,135.9633,14.3379,0,0,1,8.7363,0,0.0000
P1459,15,Centro,Sucursal,10,69.5230,35.0175,0,0,3,9.3548,0,0.0000
P1460,15,Norte,Sucursal,6,53.8304,22.7085,0,0,0,6.2313,0,0.0000
P1461,15,Norte,Sucursal,7,130.6882,17.0472,1,1,1,6.6688,1,124482.7809
P1462,15,Centro,Empresa,2,14.1431,23.5302,0,0,1,1.3041,0,0.0000
P1463,15,Centro,Web,7,160.0653,11.0578,0,0,4,6.7006,1,111213.8214
P1464,15,Norte,Sucursal,3,147.8598,8.9143,0,1,0,2.8129,1,120623.8267
P1465,15,Centro,Web,5,36.4763,10.1195,1,0,3,4.9793,0,0.0000
P1466,15,Centro,Sucursal,5,55.1643,5.4518,0,0,0,4.3307,0,0.0000
P1467,15,Centro,Sucursal,8,168.3595,36.9891,0,0,1,7.9723,0,0.0000
P1468,15,Norte,Web,6,156.5822,35.9369,0,0,3,6.2666,0,0.0000
P1469,15,Centro,Web,6,40.6771,29.2860,0,0,0,5.3509,0,0.0000
P1470,15,Sur,Empresa,7,64.5277,36.4372,0,0,1,6.4783,0,0.0000
P1471,15,Centro,Web,6,68.0415,35.9020,0,1,3,6.1662,0,0.0000
P1472,15,Sur,Sucursal,5,26.2603,21.0898,0,0,0,5.1334,0,0.0000
P1473,15,Sur,Web,5,107.6474,33.5018,0,0,0,4.4692,0,0.0000
P1474,15,Norte,Sucursal,10,30.2300,14.9210,0,0,0,10.0939,0,0.0000
P1475,15,Sur,Sucursal,5,30.8457,33.8395,0,0,2,5.4276,0,0.0000
P1476,15,Norte,Web,10,82.1678,10.0352,0,0,1,10.0080,0,0.0000
P1477,15,Sur,Empresa,6,88.0143,13.5551,0,1,1,5.7915,0,0.0000
P1478,15,Sur,Empresa,5,70.7995,28.8086,0,1,3,4.8636,0,0.0000
P1479,15,Sur,Sucursal,9,166.2877,36.3641,0,0,0,8.5975,0,0.0000
P1480,15,Centro,Empresa,11,36.3709,15.8357,0,0,0,10.9235,0,0.0000
P1481,15,Norte,Empresa,11,122.8948,6.9920,1,0,1,11.2470,0,0.0000
P1482,15,Norte,Empresa,4,164.3558,33.2657,0,0,2,4.0625,1,127947.3933
P1483,15,Sur,Sucursal,8,151.5282,7.4364,0,0,3,7.8999,1,135189.7702
P1484,15,Norte,Sucursal,7,109.3314,24.4183,0,1,0,6.9223,1,115807.3478
P1485,15,Sur,Empresa,8,22.8331,14.1429,0,0,2,7.5940,0,0.0000
P1486,15,Centro,Sucursal,5,99.0524,21.7174,0,0,0,4.7369,1,119259.0234
P1487,15,Centro,Empresa,2,20.7719,29.7641,0,1,0,1.8899,0,0.0000
P1488,15,Norte,Web,9,160.0465,8.6313,1,0,0,8.4993,1,121000.0730
P1489,15,Sur,Empresa,6,131.5189,38.7013,1,1,0,6.0911,0,0.0000
P1490,15,Centro,Web,5,55.8099,6.7470,0,0,1,4.8547,0,0.0000
P1491,15,Centro,Web,4,133.4147,16.1686,0,1,1,4.2380,0,0.0000
P1492,15,Norte,Sucursal,6,NA,5.1603,0,0,0,5.6918,0,0.0000
P1493,15,Sur,Web,7,33.1510,34.8019,1,0,2,7.1987,0,0.0000
P1494,15,Norte,Sucursal,5,31.4517,38.4228,0,0,0,5.8110,0,0.0000
P1495,15,Sur,Web,6,141.1560,13.5064,0,0,3,5.9225,0,0.0000
P1496,15,Centro,Sucursal,3,162.5448,39.7533,1,0,0,2.9033,1,126697.2601
P1497,15,Sur,Web,11,12.1872,38.0594,0,0,1,10.4643,0,0.0000
P1498,15,Centro,Empresa,8,44.0345,19.4160,0,1,2,8.4368,0,0.0000
P1499,15,Sur,Sucursal,2,40.6526,24.8558,0,0,2,1.7862,0,0.0000
P1500,15,Centro,Empresa,7,35.1675,38.1076,0,0,0,6.8598,0,0.0000
